translation,thafseer,title,note
އެއުރެން ބިމުގައި ދަތުރު ފަތުރުކޮށް، އެއުރެންގެ ކުރިން އުޅުނު މީހުންގެ ނިމުންވީ ކޮންފަދައަކުންކަން، ފަހެ، އެއުރެން ނުބަލަނީ ހެއްޔެވެ؟ އަދި އެއުރެންނަށްވުރެ (އެބަހީ: مكة ގެ أهل ވެރިންނަށްވުރެން) ބާރުގަދަ ބަޔަކު ކަމުގައި އެއުރެންވޫއެވެ. އަދި އުޑުތަކުގައިވިޔަސް، ބިމުގައިވިޔަސް، اللَّه ނުކުޅައްދާނެ އެއްވެސް އެއްޗެއް ނުވެތެވެ. ހަމަކަށަވަރުން، އެކަލާނގެއީ، މޮޅަށް ދެނެވޮޑިގެންވާ، ކުޅަދުންވަންތަ ކަލާނގެ ކަމުގައިވެއެވެ. (44),އެބައިމީހުންގެ ކުރިން އިސްވެދިޔަ ނުކިމަންތެރިންނަށް ވީގޮތް ބަލައި އެބައިމީހުންގެ ނުބައި ނިމުން އައީ ކިހިނެއްކަން ދެނެގަނެ، ޢިބްރަތް ލިބިގަންނަން އެބައިމީހުން ރަށްތަކުގައި ދަތުރު ނުކުރަނީހެއްޔެވެ؟ ފަހެ، އެބައިމީހުން ވީ މައްކާގެ މީހުންނަށްވުރެ ހަށިގަނޑު ވަރުގަދަ، ޢުމުރު ދިގު، މުދަލާ ދަރިން ގިނަ ބައެއް ކަމުގައެވެ. ﴿وَمَا كَانَ ٱللَّـهُ لِيُعْجِزَهُۥ مِن شَىْءٍ فِى ٱلسَّمَـٰوَٰتِ وَلَا فِى ٱلْأَرْضِ ۚ إِنَّهُۥ كَانَ عَلِيمًا قَدِيرًا﴾ އެބައިމީހުންގެ ކިބައިން ބަދަލުހިއްޕެވުމަށް އެކަލާނގެ ނުކުޅައްދައިލެވޭނޭ އެއްވެސް ފަރާތެއް ނުވެއެވެ. ފަހެ، އެކަލާނގެ އެބައިމީހުން ނެތިކުރައްވައި ސުންނާފަތިކުރެއްވިއެވެ. އަދި އެބައިމީހުން ކުރި ފާފަތަކާއި އެއަށް ޙައްޤުވާ ޢަޛާބު އެކަލާނގެ މޮޅަށް ދެނެވޮޑިގެން ވެއެވެ.,,
މީސްތަކުން ހޯދައިގަތް ފާފަތަކުގެ ސަބަބުން، اللَّه، އެއުރެންނަށް (ވަގުތުން) عقوبات ދެއްވާނަމަ، ހިނގާބިނގާއުޅޭ އެއްވެސް ދިރޭ އެއްޗެއް އެ ބިންމަތީގައި ދޫނުކުރެއްވީހެވެ. އެހެނެއްކަމަކު، ކަނޑައަޅުއްވާފައިވާ މުއްދަތަކަށް އެކަލާނގެ އެއުރެން ފަސްކުރައްވަތެވެ. ފަހެ، އެއުރެންގެ އަޖަލު އައުމުން، (އެއުރެންނަށް ޖަޒާ ދެއްވާނެތެވެ.) ފަހެ، ހަމަކަށަވަރުން، اللَّه އީ، އެކަލާނގެ އަޅުތަކުންނަށް މޮޅަށް ބައްލަވާވޮޑިގެންވާ ރަސްކަލާނގެ ކަމުގައިވެއެވެ. (45),މާތް ﷲއީ ޙަލީމުވަންތަ ރަސްކަލާނގެއެވެ. އެކަލާނގެ އަޅުތަކުންނަށް ޢަޛާބު އަވަސްނުކުރައްވައެވެ. އެބައިމީހުންގެ ފާފަތަކަށް އެބައިމީހުންނަށް ޢުޤޫބާތްދެއްވާނަމަ، ބިމުގެ އަހުލުވެރިން އެކުގައި ނެތިކުރެއްވީހެވެ. އެހެނެއް ކަމަކު، އެކަލާނގެ ޙިސާބުބައްލަވާ ދުވަހަށް އެބައިމީހުންނަށް ފަސްކުރައްވައެވެ. އަދި އެބައިމީހުންގެ ޢަމަލުތަކަށް އެކަލާނގެ އެންމެ ޢަދުލުވެރި ޖަޒާ ދެއްވާނެއެވެ.,,
ى س (މި އަކުރުތަކުގެ مراد ދެނެވޮޑިގެންވަނީ اللَّه އެވެ.) (1),-,,
حكمة ތެރި قرآن ގަންދެއްވައި وحى ކުރައްވަމެވެ. (2),-,,
ހަމަކަށަވަރުން، ކަލޭގެފާނުވަނީ، رسول ންގެ ތެރެއިންކަން ކަށަވަރެވެ. (3),-,,
ސީދާވެގެންވާ މަގެއްގެ މަތީގައެވެ. (4),-,,
އެ ފޮތަކީ عزيز ވަންތަ، رحيم ވަންތަ ރަސްކަލާނގެ ބާވައިލެއްވި ފޮތެވެ. (5),﴿يسٓ﴾ ވަކި އަކުރުތައް ގެންނަވާފައި މިވަނީ ޤުރްއާނަކީ މުޢުޖިޒާތެއްކަން ހާމަކުރެއްވުމަށެވެ. މުޢުޖިޒާތެއް ކަމުގައިވާ ޤުރްއާން ގަންދެއްވައި ހުވައި ވަހީކުރައްވަނީ މުޙައްމަދު ﷺ އަކީ މާތް ﷲ އިންސާނުންނަށް ތެދުމަގު ދައްކަވަން ފޮނުއްވި ރަސޫލުބޭކަލުންގެ ތެރެއިން ބޭކަލެއް ކަމުގައެވެ. އަދި އެކަލޭގެފާނު ވަނީ ބަޔާންވެގެންވާ ސާފު މަގުގައި ކަމުގައެވެ. އަދި މިޤުރްއާނަކީ ޢިއްޒަތްތެރިވަންތަކަމާއި މަތިވެރިވަންތަކަމުގެ ވެރި ރަސްކަލާނގެ ބާވައިލެއްވި ފޮތެއްކަމުގައެވެ. ރަސޫލާ ﷺ ގެ ރަސޫލުކަމުގެ މައްޗަށް މާތް ﷲ ޤުރްއާން ގަންދެއްވި ހުވައި ވަޙީކުރެއްވީ އެކަލޭގެފާނުގެ ދަރަޖަ މަތިވެރިކުރައްވުމަށެވެ. ފަހެ، ނަބީބޭކަލުންނާއި ރަސޫލުބޭކަލުންގެ ތެރެއިން، މުޙައްމަދު ﷺ ފިޔަވައި އެއްވެސް ބޭކަލަކަށްޓަކައި މާތް ﷲ ހުވައިބަސްފުޅު ވަޙީކުރައްވާފައި ނުވެއެވެ. އެކަލޭގެފާނަށް މަތިވެރިކަމާއި ޝަރަފުގެ ގޮތުން އެކަން ފުދެއެވެ. އިބްނު ޢައްބާސް رضي الله عنه ވިދާޅުވިއެވެ. ޤުރައިޝު ވަންހައިގެ ކާފިރުން ބުންޏެވެ. މުޙައްމަދު ﷺ އެވެ. ކަލޭގެފާނަކީ ރަސޫލުބޭކަލެއް ނޫނެވެ. އަހަރުމެންގެ ގާތަށް މާތް ﷲ ކަލޭގެފާނު ނުފޮނުއްވައެވެ. ދެން މާތް ﷲ ޤުރްއާން ގަންދެއްވައި މުޙައްމަދު ﷺ އަކީ މާތް ﷲގެ ރަސޫލާކަމަށާއި، އެކަލޭގެފާނު ރަސޫލުބޭކަލުންގެ ތެރޭގައި ހިމެނިވަޑައިގަންނަވާކަމަށް ހުވައި ވަޙީކުރެއްވިއެވެ.,,
އެއުރެންގެ ކާބަފައިންނަށް إنذار ކުރައްވާފައިނުވާ ބަޔަކަށް ކަލޭގެފާނު إنذار ކުރެއްވުމަށްޓަކައެވެ. ފަހެ، އެއުރެންނީ غافل ވެގެންވާ ބަޔެކެވެ. (6),-,,
ހަމަކަށަވަރުން، އެއުރެންކުރެން ގިނަމީހުންގެ މައްޗަށް ކޯފާގެ ބަސްފުޅު حق ވެއްޖެކަން ކަށަވަރެވެ. ފަހެ، އެއުރެން إيمان އެއް ނުވާނެތެވެ. (7),މިޤުރްއާނުން ކަލޭގެފާނުގެ ޤައުމުކަމުގައިވާ ޢަރަބިންނަށް ކަލޭގެފާނު އިންޒާރުކުރެއްވުމަށެވެ. ކަލޭގެފާނުގެ ކުރިން އެބައިމީހުންގެ ގާތަށް ރަސޫލަކުވެސް އަދި ފޮތެއްވެސް އައިސްފައި ނުވެއެވެ. ޢިސާ عليه السلام އާއި މުޙައްމަދު ﷺ ރަސޫލުކަމާއިގެން ފޮނުއްވުމާ ދެމެދު ވޭތުވީ މުއްދަތު ދިގުކަމުންނެވެ. އޭގެ ސަބަބުން އެބައިމީހުން ވަނީ އީމާންކަމުން ޣާފިލުވެ، ދެވޭ ނުދެވޭ ތަނެއް ނޭނގި ޝިރުކާއި ބުދަށް އަޅުކަންކުރުމުގެ އަނދިރިކަމުގެ ތެރެއަށް ގެއްލިފައެވެ. އެހެންކަމުން ރަޙްމާނުވަންތަ ރަސްކަލާނގެ ޙަޟްރަތުން ކަލޭގެފާނު ގެންނެވި ތަކެއްޗަށް އެބައިމީހުން އީމާންނުވެއެވެ. ދެން މާތް ﷲ މިވަނީ އެބައިމީހުންނަށް އާދަޔާ ޚިލާފު ދެ މިސާލު ޖައްސަވާފައެވެ. އެ ދެ މިސާލުގައި ވަނީ އެބައިމީހުންގެ ކާފިރުކަމާއި މަގުފުރެދުމަށް ޙިއްސީ އެއްޗަކުން މިސާލު ޖައްސަވާފައެވެ.,,
ހަމަކަށަވަރުން، ތިމަންރަސްކަލާނގެ އެއުރެންގެ ކަނދުރާތަކުގައި ކަސްތަޅުތަކެއް ލެއްވީމެވެ. ފަހެ، އެ ކަސްތަޅުތައް ދަތްދޮޅިތަކާ ހަމަޔަށް ހުންނަހުށްޓެވެ. ފަހެ، އެއުރެންވަނީ ބޯތައް އުފުލިގެންނެވެ. (8),މިއީ ފުރަތަމަ މިސާލެވެ. އެމީހެއްގެ ދެއަތުގައި ހިލިހިލާ ޖަހައި ކަނދުރާއާ އެކު ކަސްތަޅު އަޅާފައިވާ މީހާގެ މިސާލެވެ. އެހެންވުމުން އޭނާގެ ބޯ ހުންނާނީ މައްޗަށް އުފުލިފައެވެ. އަދި އޭނާގެ ބޯ ދެފަރާތަށް އަނބުރައިނުލެވޭނެއެވެ. ﴿فَهُم مُّقْمَحُونَ﴾ إقماح އަކީ އިސްއުފުލައިގެން ހުރެ ތިރިއަށް ބެލުމެވެ. ތެދުމަގަށް ފުރަގަސް ދިނުމުގައި މާތް ﷲ އެބައިމީހުން ސިފަކުރައްވާފައި ވަނީ ފެން ދޭން ގެންދިއުމުން ފެން ނުބޯންވެގެން ކަރު މައްޗަށް އުފުލައި ކަރު އަނބުރައިލާ ޖަމަލުގެ ގޮތުގައެވެ. ފަހެ، އެ ކާފިރުން ޙައްޤާ ދިމާއަށް ނުއެނބުރެއެވެ. އަދި ޤުރްއާނުގެ ޙުއްޖަތްތަކަށް ނުބަލައެވެ. އަދި ކިއެއްތަ، ފެނާއި ދުރަށް އެނބުރޭ ޖަމަލެއް ފަދައިން އެބައިމީހުންވެސް ޙައްޤާއި ދުރަށް އެނބުރެނީއެވެ.,,
އަދި ތިމަންރަސްކަލާނގެ އެއުރެންގެ ކުރިމަތިން ހުރަހަކާއި، އެއުރެންގެ ފުރަގަހުން ހުރަހެއް ލެއްވީމެވެ. އަދި ތިމަންރަސްކަލާނގެ އެއުރެންގެ ލޯތަކުގައި ފަރުދާއެއް ލެއްވީމެވެ. ދެން އެއުރެންނަކަށް ނުފެންނާނެތެވެ. (9),މިއީ ދެވަނަ މިސާލެވެ. މިއީ ބޮޑު ދެ ހުރަހެއްގެ ދެމެދުގައި ބަންދުވެފައި ހުރި މީހެއްގެ މިސާލެވެ. އޭނާގެ ކުރިމަތިން ވަނީ ވަރުގަދަ ހުރަހެކެވެ. އޭނާގެ ފުރަގަހުންވެސް އެހެން ހުރަހެކެވެ. އަދި އޭނާގެ ކުރިމަތީގައި ހުރިހާ މަގެއް ވަނީ ބަންދުވެފައެވެ. ވީއިރު، އޭނާގެ ކުރިމަތިން އޭނާއަށް އެއްޗެއް ފެންނާނީ ކިހިނެއް ހެއްޔެވެ؟ ނުވަތަ ހިދާޔަތާއި ތެދުމަގު އޭނާ ދެކޭނީ ކިހިނެއް ހެއްޔެވެ؟ ﴿فَأَغْشَيْنَـٰهُمْ﴾ މާނައީ އެ ދެހުރަހުން ތިމަންރަސްކަލާނގެ އެބައިމީހުންގެ ލޯތަކުގައި ފަރުދާއެއް ލައްވައި، އެބައިމީހުންގެ ލޮލަށް ނުފެންނަ ގޮތް ހެއްދެވީމެވެ. އެހެންކަމުން، އެބައިމީހުންނަށް އީމާންކަމަށް މަގު ނުފެނެއެވެ. ޙަޤީޤަތުގައިވެސް މިއީ އެ އަބާއްޖަވެރި ފާފަވެރިންގެ ޙަޤީޤަތް ބަޔާންކުރާ ފުރިހަމަ ސިފަކުރެއްވުމެކެވެ.,,
އަދި ކަލޭގެފާނު އެއުރެންނަށް إنذار ކުރެއްވިޔަސް ނުވަތަ އެއުރެންނަށް ކަލޭގެފާނު إنذار ނުކުރެއްވިޔަސް، އެއުރެންނަށް ހަމަހަމަވެގެންވެއެވެ. އެއުރެން إيمان އެއް ނުވާނެތެވެ. (10),ކަލޭގެފާނު އެބައިމީހުންނަށް މާތް ﷲގެ ޢަޛާބާމެދު ބިރުދައްކަވައި އިންޒާރުކުރެއްވުމާއި ނުކުރެއްވުން އެބައިމީހުންނަށް ހަމަހަމަވެގެން ވެއެވެ. ފަހެ، އެބައިމީހުންގެ ނުކިޔަމަންތެރިކަމުގައި ޙައްދުފަހަނައަޅައި ދިއުމާއި، ޖައްބާރުކަމުގެ ސަބަބުން އެބައިމީހުން އީމާންނުވާނެއެވެ.,,
ކަލޭގެފާނު إنذار ކުރައްވާކަން ކަށަވަރީ، قرآن އަށް تبع ވެ، غيب ގައި رحمن ވަންތަ ރަސްކަލާނގެއަށް ބިރުވެތިވާ މީހާއަށެވެ. ފަހެ، އެމީހާއަށް ފާފަފުއްސެވުމާއި، ދީލަތި ދަރުމައެއް ހުރިކަމުގެ އުފާވެރި خبر ކަލޭގެފާނު ދެއްވާށެވެ! (11),ކަލޭގެފާނުގެ އިންޒާރުކުރެއްވުމުން ފައިދާކުރާކަން ކަށަވަރީ އޭނާގެވެރިރަސްކަލާނގެ ނުފެނި، ރަޙްމާނުވަންތަ ރަސްކަލާނގެއަށް ބިރުވެތިވެ، ޤުރްއާނަށް އީމާންވާ މީހާއެވެ. ފަހެ، އޭނާއަށް އޭނާގެ ފާފަފުއްސަވާނެކަމާއި، މަތިވެރިވެގެންވާ ދީލަތި ދަރުމަ ހުރިކަމުގެ އުފާވެރި ޚަބަރު ކަލޭގެފާނު ދެއްވާށެވެ. އެއީ ނިޢުމަތުގެ ގޮވަތި ކަމުގައިވާ ސުވަރުގެއެވެ.,,
ހަމަކަށަވަރުން، މަރުވެފައިވާ މީހުން އަލުން ދިރުއްވަނީ ތިމަންރަސްކަލާނގެއެވެ. އަދި އެއުރެން އިސްކޮށްފައިވާ عمل ތަކާއި އެއުރެންގެ ފަހަށް ދޫކޮށްފައި ދިޔަ أثر ތައް ތިމަންރަސްކަލާނގެ ލިޔުއްވަމެވެ. އަދި ކޮންމެ ކަމެއްމެ ބަޔާންވެގެންވާ ފޮތެއްގައި ތިމަންރަސްކަލާނގެ ހިމެނުއްވީމެވެ. (12),"އެބައިމީހުން ހެއްދެވީ ތިމަންރަސްލާނގެއެވެ. އަދި އެބައިމީހުން މަރުވުމަށް ފަހު، ޙިސާބުބައްލަވައި، ޖަޒާދެއްވުމަށް އެބައިމީހުން އަލުން ދިރުއްވައި ކަށްވަޅުތަކުން ނެރުއްވާހުށީ ތިމަންރަސްކަލާނގެއެވެ. އެބައިމީހުން ކުޅަ ހެޔޮ ކަންތަކާއި ނުބައި ކަންތައް ތިމަންރަސްކަލާނގެ ލިޔުއްވަމެވެ. އެކަންތައް ފުރިހަމައަށް ބައްލަވައި އެބައިމީހުންގެ ނަމުގައި ބަޔާންވެގެންވާ ފޮތެއްގައި ހިމަނުއްވަމެވެ. އެއީ އިންސާނާގެ ޢަމަލުގެ ފަތެވެ. آثار އަކީ މިސްކިތަށް ހިނގާއިރު އަޅާ ފިޔަވަޅުތަކެވެ. عَنْ جَابِرِ بْنِ عَبْدِ اللَّهِ، قَالَ: خَلَتِ الْبِقَاعُ حَوْلَ الْمَسْجِدِ فَأَرَادَ بَنُو سَلِمَةَ أَنْ يَنْتَقِلُوا إِلَى قُرْبِ الْمَسْجِدِ فَبَلَغَ ذَلِكَ رَسُولَ اللَّهِ صلى الله عليه وسلم فَقَالَ لَهُمْ: ‏""‏إِنَّهُ بَلَغَنِي أَنَّكُمْ تُرِيدُونَ أَنْ تَنْتَقِلُوا قُرْبَ الْمَسْجِدِ""‏.‏ قَالُوا: نَعَمْ يَا رَسُولَ اللَّهِ قَدْ أَرَدْنَا ذَلِكَ ‏.‏ فَقَالَ: ‏""‏يَا بَنِي سَلِمَةَ دِيَارَكُمْ تُكْتَبْ آثَارُكُمْ دِيَارَكُمْ تُكْتَبْ آثَارُكُمْ‏""‏.‏ (صحيح مسلم، كتاب الْمَسَاجِدِ وَمَوَاضِعِ الصَّلاَةِ، باب فَضْلِ كَثْرَةِ الْخُطَا إِلَى الْمَسَاجِدِ) ޖާބިރު ބްނު ޢަބްދުﷲ رضي الله عنه ގެ އަރިހުން ރިވާވެގެން ވެއެވެ. އެކަލޭގެފާނު ވިދާޅުވިއެވެ. މިސްކިތްކޮޅު (މަސްޖިދުއްނަބަވީ) ކައިރިން ބައެއް ބިންތައް ހުސްވިއެވެ. ދެން ބަނޫ ސަލަމާ މިސްކިތްކޮޅު ކައިރިއަށް ބަދަލުވާން އުޅުމުން އިތުރު އެކަލޭގެފާނު އެބައިމީހުންނަށް ޙަދީޘުކުރެއްވިއެވެ. ތިޔަބައިމީހުން މިސްކިތްކޮޅުގެ ކައިރިއަށް ބަދަލުވާން އުޅޭ ޚަބަރު ތިމަންކަލޭގެފާނަށް ލިބިއްޖެއެވެ. އެބައިމީހުން ދެންނެވިއެވެ. އާދޭހެވެ. އަހަރުމެން ބޭނުންވީ އެގޮތެވެ. އެހިނދު އިތުރު އެކަލޭގެފާނު ޙަދީޘް ކުރެއްވިއެވެ. ""ބަނޫ ސަލަމާއެވެ! ތިޔަބައިމީހުންގެ އަވަށުގައި ތިބޭށެވެ. ތިޔަބައިމީހުންގެ އަސަރުތައް ލިއުއްވާނެއެވެ. ތިޔަބައިމީހުންގެ އަސަރުތައް ލިޔުއްވާނެއެވެ."") (ޞަޙީޙު މުސްލިމް، ޙަދީޘު: 665) މާނައީ ތިޔަބައިމީހުންގެ އަވަށް ދޫނުކޮށް ތިބޭށެވެ. ތިޔަބައިމީހުން މިސްކިތަށް ދާން އަޅާފިޔަވަޅުތަކަށް ހެޔޮކަން ލިޔުއްވާނެއެވެ. ދެން، މާތް ﷲ ބަޔާންކުރައްވަނީ އެރަށެއްގެ އަހުލުވެރިންގެ ގާތަށް ރަސޫލުން ފޮނުއްވުމުން އެބޭކަލުން ޤަތުލުކުރަން އުޅުނު ރަށުގެ ވާހަކައެވެ. އެކަލާނގެ ވަޙީކުރައްވަނީ",,
ރަށެއްގެ أهل ވެރިންގެ ވާހަކަ مثال އެއްގެ ގޮތުގައި، ކަލޭގެފާނު އެއުރެންނަށް ކިޔައިދެއްވާށެވެ! (އެއީ) އެއުރެންގެ ގާތަށް رسول ން ވަޑައިގަތްހިނދުގައެވެ. (13),މިއީ މަޝްހޫރު ބަސްފުޅުތަކަށް ބަލާއިރު، އަންޠާކިޔާގެ އަހުލުވެރިންގެ ވާހަކައެވެ. ޤުރްއާނުގައި قرية ބޭނުންކުރައްވާފައި ވަނީ ރަށުގެ މާނައިގައެވެ. އެރަށުގެ އަހުލުވެރިންނަކީ ބުދަށް އަޅުކަންކުރާ ކާފިރުން ކަމުގައި ވިއެވެ. އެބައިމީހުންގެ މައްޗަށް ވެރިކަންކުރަމުން ދިޔައީ ބުދުތަކަށާއި ހިލައަށް އަޅުކަންކުރުމަށް މީސްތަކުންނަށް ގޮވައިލާ އަނިޔާވެރި ޖައްބާރު ރަސްކަލެކެވެ. ދެން މާތް ﷲ އެރަށުގެ އަހުލުވެރިންގެ ގާތަށް ދެ ރަސޫލުން ފޮނުއްވުމުން އެބައިމީހުން އެ ދެބޭކަލުން ދޮގުކުޅައެވެ. ދެން، އެދެބޭކަލުންނަށް ގަދަކަން ދެއްވަން ތިންވަނަ ރަސޫލަކު ފޮނުއްވިއެވެ. އެހިނދު އެ ރަސޫލުބޭކަލުން އައު ދީނަށް އެބައިމީހުންނަށް ގޮވައިލެއްވުން ހުއްޓާނުލައްވައިފިނަމަ އެބޭކަލުން ޤަތުލުކުރާނެ ކަމުގެ އިންޒާރު އެބައިމީހުން ދިނެވެ. މިވާހަކަ ނިމެނީ މާތް ﷲ އުޑުން އެބައިމީހުންގެ މައްޗަށް ފޮނުއްވި އެބައިމީހުންގެ ފުރާނަތައް ހަށިތަކުން ނެރެލި ގަދަފަދަ އަޑުފަށްގަނޑަކުން އަނިޔާވެރި ކަމާއި ނުކިޔަމަންތެރިކަމުގައި ޙައްދު ފަހަނައަޅައި ދިޔަ މީހުން ނެތިކޮށްލެއްވުމުންނެވެ.,,
ތިމަންރަސްކަލާނގެ އެއުރެންގެ ގާތަށް ދެ رسول ން ފޮނުއްވިހިނދެވެ. ފަހެ، އެއުރެން އެ ދެބޭކަލުން ދޮގުކުޅައޫއެވެ. ދެން ތިންވަނަ ބޭކަލަކު ފޮނުއްވުމުން، އެ ދެބޭކަލުންނަށް ގަދަކަން ދެއްވީމެވެ. ފަހެ، އެބޭކަލުން ވިދާޅުވޫއެވެ. ހަމަކަށަވަރުން، ތިމަންމެންނީ، ތިޔަބައިމީހުންގެ ގާތަށް ފޮނުއްވާފައިވާ رسول ންނެވެ. (14),ތިމަންރަސްކަލާނގެ އެބައިމީހުންގެ ގާތަށް އެބައިމީހުންނަށް ތެދުމަގު ދެއްކެވުމަށް ދެ ރަސޫލަކު ފޮނުއްވުމުން އެބައިމީހުން އެ ދެބޭކަލުން ދޮގުކުޅައެވެ. ﴿فَعَزَّزْنَا بِثَالِثٍ فَقَالُوٓا۟ إِنَّآ إِلَيْكُم مُّرْسَلُونَ﴾ މާނައީ ދެން ތިމަންރަސްކަލާނގެ އެ ދެބޭކަލުންނަށް ގަދަކަން ދެއްވުމަށް ތިންވަނަ ރަސޫލަކުން ފޮނުއްވީމެވެ. ދެން، އެބޭކަލުން އެބައިމީހުންނަށް ވިދާޅުވިއެވެ. ހަމަކަށަވަރުން ތިމަންބޭކަލުންނީ މާތް ﷲގެ ރަސޫލުންނެވެ. އެކަލާނގެ ތިމަންބޭކަލުން ތިޔަބައިމީހުންގެ ގާތަށް ފޮނުއްވީ ތިޔަބައިމީހުންނަށް ތެދުމަގު ދެއްކެވުމަށެވެ.,,
އެއުރެން ބުނޫއެވެ. ތިމަންމެންފަދަ آدم ގެދަރިން ކަމުގައި މެނުވީ ތިޔަބޭކަލުން ނުވަމުއެވެ. އަދި رحمن ވަންތަ ރަސްކަލާނގެ އެއްވެސް އެއްޗެއް ބާވައެއް ނުލައްވަތެވެ. ދޮގުހަދާ ބަޔަކުކަމުގައި މެނުވީ ތިޔަބޭކަލުން ނުވަމުއެވެ. (15),އެބޭކަލުންނަށް ޖަވާބުދެމުން އަބާއްޖަވެރިން ބުންޏެވެ. ތިޔަބޭކަލުން އަހަރުމެން ފަދަ އިންސާނުން ކަމުގައި މެނުވީ ނުވެއެވެ. ވީއިރު، އަހަރުމެން ދޫކުރައްވައި ތިޔަބޭކަލުންނަށް މާތް ﷲ ވަޙީބާވައިލެއްވީ ކީއްވެހެއްޔެވެ؟ ތިޔަބޭކަލުންނީ ރަސޫލުންކަމަށް ތިޔަކުރައްވާ ދަޢުވާގައި މާތް ﷲއާމެދު ހައްދަވައިގެން އިތުރުފުޅު ހައްދަވާ ދޮގުވެރިން ކަމުގައި މެނުވީ ނުވެއެވެ.,,
އެބޭކަލުން ވިދާޅުވޫއެވެ. ހަމަކަށަވަރުން، ތިމަންމެންނީ ތިޔަބައިމީހުންގެ ގާތަށް ފޮނުއްވާފައިވާ رسول ންކަން، ތިމަންމެންގެ ވެރިރަސްކަލާނގެ ދެނެވޮޑިގެންވެތެވެ. (16),-,,
އަދި بيان ވެގެންވާ އިއްވުން މެނުވީ، ތިމަންމެންގެ މައްޗަކަށް ނުވެއެވެ. (17),އެބައިމީހުންނަށް ޖަވާބުދެއްވަމުން ރަސޫލުބޭކަލުން ވިދާޅުވިއެވެ. ތިމަންބޭކަލުންނީ އެކަލާނގެ ތިޔަބައިމީހުންގެ ގާތަށް ފޮނުއްވި ރަސޫލުންކަން މާތް ﷲ މޮޅަށް ދެނެވޮޑިގެން ވެއެވެ. ތިމަންބޭކަލުންނީ ދޮގުވެރިންނަމަ، އެކަލާނގެ ތިމަންބޭކަލުންގެ ކިބައިން އެންމެ ގަދަފަދަ ގޮތުގައި ބަދަލު ހިއްޕެވީހެވެ. ތިޔަބައިމީހުންނަށް މާތް ﷲގެ ރަސޫލުކަން އިއްވެވުން މެނުވީ ތިމަންބޭކަލުންގެ މައްޗަށް ނުވެއެވެ. ދެން، ތިޔަބައިމީހުން އީމާންވެއްޖެނަމަ ބާއްޖަވެރިކަން ހުރީ ތިޔަބައިމީހުންނަށެވެ. އަދި ތިޔަބައިމީހުން ދޮގުކޮށްފިނަމަ، އަބާއްޖަވެރިކަމާއި ގެއްލެނިވުން ވަނީ ހަމަ ތިޔަބައިމީހުންނަށެވެ.,,
އެއުރެން ބުނޫއެވެ. ހަމަކަށަވަރުން، ތިޔަބޭކަލުންގެ ސަބަބުން ތިމަންމެންނަށް ސުންޕާކަން ލިބިއްޖެއެވެ. ތިޔަބޭކަލުން ތިޔަކަން ހުއްޓައިނުލެއްވިނަމަ ތިމަންމެން ތިޔަބޭކަލުން رجم ކުރާހުށީމުއެވެ. ހަމަކަށަވަރުން، ތިމަންމެންގެ ކިބައިން ތިޔަބޭކަލުންނަށް ވޭންދެނިވި عقوبات ލިބިދާހުށިކަން ކަށަވަރެވެ. (18),އަބާއްޖަވެރި ފާފަވެރިން އެބޭކަލުންނަށް ދިނީ ނުބައިކަން ބޮޑު ރައްދެކެވެ. އަދި އެބައިމީހުން ޖަވާބު ދިނީ ހަރުކަށި އިބާރާތުންނެވެ. އެބައިމީހުން އެބޭކަލުންނަށް ބުންޏެވެ. ތިޔަބޭކަލުންނަށް އީމާންވުމަށް ތިޔަބޭކަލުންގެ ތިޔަ ގޮވައިލެއްވުމުން އަހަރުމެންނަށް ސުންޕާކަން ލިބިއްޖެއެވެ. އަހަރުމެން އަޅުކަންކުރާ ބުދުތަކަށް ބަދުބަސް ވިދާޅުވުން ތިޔަބޭކަލުން ހުއްޓަވައިނުލައްވައިފިނަމަ، އަހަރުމެން ތިޔަބޭކަލުން އަވަހާރަވަންދެން ހިލައިން ތަޅާހުށީމެވެ. އަދި ތިޔަބޭކަލުންނާއި ތިޔަބޭކަލުންގެ ޢާއިލާތަކަށް ގަދަފަދަ އަނިޔާ ދޭހުށީމެވެ. ބާޠިލު އޭގެ ހުތުރު މޫނު ކަޝްފުކުރީ އެފަދައިންނެވެ. އެހެންވިޔަސް، ރަސޫލުބޭކަލުންގެ ވާޖިބަކީ ކެތްތެރިވެވަޑައިގެން ހަނދުމަކޮށްދެއްވުމެވެ. އަދި ދަތިތަކާއި، އުނދަގޫތައް ކިތަންމެ ބޮޑުވިނަމަވެސް މާތް ﷲގެ ދީނަށް ދަޢުވަތު ދެއްވުމުގެ މަގުގައި ކުރިއަށް ވަޑައިގަތުމެވެ.,,
