source,#,bodyAR,bodyDV,takhrij
السنن الكبرى، النسائي,9848,مَنْ قَرَأَ آيَةَ الْكُرْسِيِّ فِي دُبُرِ كُلِّ صَلَاةٍ مَكْتُوبَةٍ لَمْ يَمْنَعْهُ مِنْ دُخُولِ الْجَنَّةِ إِلَّا أَنْ يَمُوتَ,ކޮންމެ ފަރުޟު ނަމާދެއްގެ ފަހުގައި ކުރުސި ކިޔައިފި މީހާ ދަންނައެވެ. މަރުވުން މެނުވީ އެހެން އެއްޗެއް އޭނާ ސުވަރުގެ ވަނުން މަނާނުކުރެއެވެ.,
السنن الكبرى، النسائي ,344,ليس للقاتِلِ مِنَ الميراثِ شيءٌ,"""ވާރުތަ ކުރާމީހާ މަރާ މީހާއަށް ވާރުތަމުދަލުން އެއްވެސް އެއްޗެއް ނުވެއެވެ.""",
الطبقات الكبرى، ابن سعد,1/ 347,جَاءَ مَجُوسِيٌّ إِلَى رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ قَدْ أَعْفَى شَارِبَهُ وَأَحْفَى لِحْيَتَهُ فَقَالَ : ( مَنْ أَمَرَكَ بِهَذَا ؟ ) ، قَالَ: رَبِّي ، قَالَ : ( لَكِنَّ رَبِّي أَمَرَنِي أَنْ أُحْفِيَ شَارِبِي وَأُعْفِيَ لِحْيَتِي ) .,"ފާރިސީންގެ ރަސްގެފާނު ކިސްރާގެ ފަރާތުން ޔަމަނަށް ކަނޑައަޅާފައިވާ ވެރިޔާގެ ފަރާތުން ރަސޫލާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމްގެ އަރިހަށް ދެ މަންދޫބަކު ފޮނުވިއެވެ. އެކެލޭގެފާނުގެ ކުރިފުޅުމައްޗަށް އެދެމީހުންނަށް އާދެވުނު ހިނދު، އެކަލޭގެފާނަށް ފެނި ވަޑައިގަތީ އެމީހުން ތުނބުޅި ބާލައި ބޮޑެތިމަތިމަސް ލާފައި ތިއްބައެވެ. އެމީހުންގެ ބުރުސޫރައާއިމެދު ހިތްހަމަޖެހިވަޑައިނުގެން ނަފްރަތުކުރައްވާ ހާލު، މޫނުފުޅު އަނބުރާލައްވައި އެމީހުނަށް ފުރަގަސްދެއްވާ ވިދާޅިއެވެ. ((وَيْحَكُمَا مَنْ أَمَرَ كُمَا بِهَذَا؟)) މާނައީ: “ކަލޭމެން ދެމީހުންނަށް ހަލާކުހުއްޓެވެ! ތިގޮތަށް އަމަލުކުރުމަށް ކަލޭމެންނަށް އަމުރުކުރީ ކާކުތޯއެވެ؟” އެމީހުން ބުންޏެވެ. “އަހަރެމެންގެ ވެރިޔާއެވެ.” އެކަލޭގެފާނު ޙަދީޘްފުޅު ކުރެއްވިއެވެ.” (( لَكِنَّنِيْ أَمَرَنِي رَبِّي عَزَّ وَجَلَّ أَنْ أُعْفِيَ لِحْيَتِيْ, وَ أَنْ أُحْفِيَ شَارِبِيْ )) حسنه الأباني މާނައީ: ” އެހެން ނަމަވެސް ތިމަންކަލޭގެފާނުގެ ރައްބުވަނީ ތިމަންކަލޭގެފާނަށް ތުނބުޅި ދޫކޮށްލުމަށް އަމުރުކުރައްވާފައެވެ. އަދި މަތިމަސް ކުރުކުރުމަށް އަމުރު ކުރައްވާފައެވެ.”",
الفتوحات الربانية، ابن حجر,3/58,ما دنوتُ مِن رسولِ اللَّهِ صلَّى اللَّهُ عليهِ وسلَّمَ في دُبُرِ مَكْتوبةٍ ولا تطوُّعٍ إلَّا سَمِعْتُهُ يقول : اللَّهمَّ اغفِر لي ذُنوبي وخَطايايَ كلَّها اللَّهمَّ أنعِشْني واجبُرني واهدِني لصالِحِ الأعمالِ والأخلاقِ ; إنَّهُ لا يَهْدي لصالحِها ولا يصرِفُ سيِّئَها إلَّا أنتَ,އޭ ﷲ އެވެ. މި އަޅާގެ ހުރިހާ ފާފަތަކާއި ކުށްތައް ފުއްސަވާދެއްވާށިއެވެ. އޭ ﷲ އެވެ. މި އަޅާ އުފުއްލަވާ، ފުދުންތެރިކުރައްވައި، މި އަޅާއަށް ހެޔޮ ޢަމަލުތަކާއި އަޚްލާގަށް މަގުދައްކަވާށިއެވެ. ހަމަކަށަވަރުން އެ ކަންކަމުގެ ހެޔޮ ގޮތްތަކަށް މަގުދައްކަވައި، އޭގެ ނުބައި ގޮތްތަކުން ދުރުކުރައްވާ ފަރާތެއް އިބަ އިލާހު ފިޔަވާ ނުވެއެވެ.,
الفقيه والمتفقه، الخطيب البغدادي,7/168,عنْ عبدِ اللهِ بنِ مسعودٍ قال مَنْ أرادَ العِلْمَ فَلْيُثَوِّرِ القرآنَ فإنَّ فيه علمَ الأولينَ والآخرينَ,"އިބްނު މަސްޢޫދު ރަޟިޔަﷲ ޢަންހު ވިދާޅުވިއެވެ: ""ތިޔަބައިމީހުން ޢިލްމު ލިބުމަށް އެދޭނަމަ، ގުރްއާން ކިޔަވައި އޭގައި ވާ އާޔަތްތަކާމެދު ތަދައްބުރުކޮށް ވިސްނައި ފިކުރު ކުރާށެވެ. ހަމަކަށަވަރުން އެ ގުރްއާނުގައި އިހުގެ އަދި ފަހުގެ ޢިލްމުތައް ވެއެވެ.""",
الكامل في الضعفاء، ابن عدي,5/63,مَنْ صلَّى يُرَائِي فقد أَشْرَكَ ومَنْ تَصَدَّقَ يُرَائِي فقد أَشْرَكَ ومَنْ صامَ يُرَائِي فقد أَشْرَكَ,"ދެއްކުންތެރިކަމާއެކު ނަމާދު ކުރާމީހާ ޝިރުކު ކޮށްފިކަން ކަށަވަރެވެ. ދެއްކުންތެރިކަމާއެކު ރޯދަހިފާމީހާ ޝިރުކު ކޮށްފިކަން ކަށަވަރެވެ. ދެއްކުންތެރިކަމާއެކު ޞަދަގާތްދޭމީހާ ޝިރުކު ކޮށްފިކަން ކަށަވަރެވެ.""",
المحمدون من الشعراء، جمال الدين القفطي,138,"شَكَوْتُ إِلَى وَكِيعٍ سُوءَ حِفْظِي … فَأَرْشَدَنِي إِلَى تَرْكِ المَعَاصِي
‌وَقَالَ ‌اعْلَمْ ‌بِأَنَّ ‌العِلْمَ ‌نُورٌ … وَنُورُ الله لَا يُؤْتَاهُ عَاصِ",ވަކީޢުއަށް އަހުރެންގެ ހަނދާން ދެރަކަމުގެ ޝަކުވާކުރީމެވެ. އެ ހިނދު ފާފަތައް ދޫކޮށްލުމަށް އެކަލޭގެފާނު އިރުޝާދު ދެއްވިއެވެ. އަދި ވިދާޅުވިއެވެ: ދަންނާށެވެ. ހަމަކަށަވަރުން އިލްމަކީ ނޫރެކެވެ. އަދި ﷲ ގެ ނޫރު ފާފަވެރިޔާއަކަށް ނުދެއްވާނެއެވެ.,
المستدرك، الحاكم,207,عَنْ طَارِقِ بْنِ شِهَابٍ قَالَ عُمَرُ بْنُ الْخَطَّابِ رضي الله عنه إِنَّا كُنَّا أَذَلَّ قَوْمٍ فَأَعَزَّنَا اللَّهُ بِالْإِسْلَامِ فَمَهْمَا نَطْلُبُ الْعِزَّةَ بِغَيْرِ مَا أَعَزَّنَا اللَّهُ بِهِ أَذَلَّنَا اللَّهُ,*الله އެބޭކަލަކަަށް ރުއްސުންލެއްވި ޢުމަރް ބުނުލް ޚައްޠާބް ވިދާޅުވިއެވެ: ހަމަކަށަވަރުން ތިޔަބައިމީހުން ވީ މީސްތަކުންގެ ތެރެއިން އެންމެ ނިކަމެތި މީހުންގެތެރެއިންނެވެ، ފަހެ ދެން الله ތިޔަބައިމީހުން އިސްލާމް ދީނުން ޢިއްޒަތްތެރި ކުރެއްވިއެވެ، ފަހެ އިސްލާމްދީން ނޫން ގޮތަކަށް ޢިއްޒަތްތެރިކަން ތިޔަބައިމީހުން ހޯދަންއުޅޭހާ ހިނދަކު الله ތިޔަބައިމީހުން ނިކަމެތި ކުރައްވާނެއެވެ.,
المستدرك، الحاكم,3392,"حَدَّثَنَا أَبُو بَكْرٍ مُحَمَّدُ بْنُ الْمُؤَمَّلِ، ثنا الْفَضْلُ بْنُ مُحَمَّدٍ الشَّعْرَانِيُّ، ثنا نُعَيْمُ بْنُ حَمَّادٍ، ثنا هُشَيْمٌ، أَنْبَأَ أَبُو هَاشِمٍ، عَنْ أَبِي مِجْلَزٍ، عَنْ قَيْسِ بْنِ عَبَّادٍ، عَنْ أَبِي سَعِيدٍ الْخُدْرِيِّ رَضِيَ اللَّهُ عَنْهُ، أَنَّ النَّبِيَّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ قَالَ: «إِنَّ مَنْ قَرَأَ سُورَةَ الْكَهْفِ ‌يَوْمَ ‌الْجُمُعَةِ ‌أَضَاءَ ‌لَهُ مِنَ النُّورِ مَا بَيْنَ الْجُمُعَتَيْنِ» هَذَا حَدِيثٌ صَحِيحُ الْإِسْنَادِ وَلَمْ يُخْرِجَاهُ """,އަބޫ ސައީދު އަލްޚުދްރީ رَضِيَ اللَّهُ عَنْهُ ރިވާ ކުރެއްވިއެވެ:: ނަބިއްޔާ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ހުކުރު ދުވަހު ކަހްފު ސޫރަތް ކިޔަވައިފި މީހާއަށް، ޖެހިގެން އަންނަ ހުކުރާ ހަމައަށް ނޫރަކުން އަލިކޮށްދެއްވާނެއެވެ.“,صححه الألباني في صحيح الترغيب والترهيب 736
المستدرك، الحاكم,3675,أَخْبَرَنَا أَبُو زَكَرِيَّا الْعَنْبَرِيُّ ، ثَنَا مُحَمَّدُ بْنُ عَبْدِ السَّلَامِ ، ثَنَا إِسْحَاقُ ، أَنْبَأَ عَبْدُ الصَّمَدِ بْنُ عَبْدِ الْوَارِثِ ، ثَنَا هَمَّامٌ ، عَنْ قَتَادَةَ ، ثَنَا عِكْرِمَةُ ، عَنِ ابْنِ عَبَّاسٍ رَضِيَ اللهُ عَنْهُمَا قَالَ : كَانَ بَيْنَ آدَمَ وَنُوحٍ عَشَرَةُ قُرُونٍ ، كُلُّهُمْ عَلَى شَرِيعَةٍ مِنَ الْحَقِّ ، فَلَمَّا اخْتَلَفُوا بَعَثَ اللهُ النَّبِيِّينَ وَالْمُرْسَلِينَ ، وَأَنْزَلَ كِتَابَهُ ، فَكَانُوا أُمَّةً وَاحِدَةً . هَذَا حَدِيثٌ صَحِيحٌ عَلَى شَرْطِ الْبُخَارِيِّ ، وَلَمْ يُخَرِّجَاهُ .,"عن ابن عباس رضي الله عنهما، قال:""كان بين آدم ، ونوح عشرة قرون كلهم على الإسلام"" (رواه البخاري) މިޙަދީޘުގެ މާނައަކީ، الله ރުއްސުންލެއްވި އިބްނު ޢައްބާސްގެފާނު ވިދާޅުވިއެވެ. އާދަމުގެފާނާއި، ނޫޙުގެފާނާ ދެމެދުގައި ދިހަ ގަރްނުގައި އެންމެހައި މީސްތަކުން ތިބީ އިސްލާމްދީންމަތީގައެވެ. މިއެވެ.",
المستدرك، الحاكم,6218,عَنْ أَبِي سَعِيدٍ الْخُدْرِيِّ، عَنْ رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ أَنَّهُ قَالَ: «قَالَ مُوسَى: يَا رَبِّ عَلِّمْنِي شَيْئًا أَذْكُرُكَ بِهِ، وَأَدْعُوكَ بِهِ، قَالَ: قُلْ يَا مُوسَى: لَا إِلَهَ إِلَّا اللَّهُ، قَالَ: يَا رَبِّ كُلُّ عِبَادِكَ يَقُولُ هَذَا، قَالَ: قُلْ لَا إِلَهَ إِلَّا اللَّهُ، قَالَ: إِنَّمَا أُرِيدُ شَيْئًا تَخُصُّنِي بِهِ، قَالَ: يَا مُوسَى لَوْ أَنَّ أَهْلَ السَّمَاوَاتِ السَّبْعِ وَالْأَرَضِينَ السَّبْعِ فِي كِفَّةٍ، وَلَا إِلَهَ إِلَّا اللَّهُ فِي كِفَّةٍ، مَالَتْ بِهِمْ لَا إِلَهَ إِلَّا اللَّهُ»,"އަބޫ ސައީދުލް ޚުދްރީ ރަޟިޔަﷲ ޢަންހުގެ ކިބައިން ރިވާވެގެންވެއެވެ. ރަސޫލުﷲ ﷺ ޙަދީޘްކުރެއްވިއެވެ. : ""މޫސާގެފާނު ދެންނެވިއެވެ. އޭ ރައްބެވެ. މިއަޅާއަށް އިބަﷲގެ މަތިން ޒިކުރުކުރާނެ އަދި އެއިން ދުއާކުރާނެ ކަލިމައެއް އުގަންނަވައިދެއްވާށެވެ. ﷲ ވަހީކުރެއްވިއެވެ. އޭ މޫސާއެވެ. لَا إِلَهَ إِلَّا اللَّهُ ކިޔާށެވެ. މޫސާގެފާނު ދެންނެވިއެވެ. އޭ ރައްބެވެ. އިބައިލާހުގެ ހުރިހާ އަޅުން ތިޔަ ކަލިމަ ކިޔައެވެ. ﷲ ވަހީކުރެއްވިއެވެ. ""އޭ މޫސާއެވެ. ތަރާދުގެ އެއްފަޅީގައި ހަތްއުޑާއި ހަތްބިން އޮވެފައި އަނެއްފަޅީގައި لَا إِلَهَ إِلَّا اللَّهُ އޮވެއްޖެނަމަ، لَا إِلَهَ إِلَّا اللَّهُ އޮތްފަޅިޔަށް ބުރަވާނެއެވެ""",
المستدرك، الحاكم,7990,الْوَلَاءُ لُحْمَةٌ كَلُحْمَةِ النَّسَبِ,"""އަޅުން މިނިވަން ކުރުމުގެ ސަބަބުން، އެއަޅުކަލޭގެއާއި މިނިވަންކުރި ފަރާތާ ދެމެދު އުފެދޭ ވަލާއުގެ ގުޅުމަކީ ނަސަބުގެ ގުޅުންފަދަ ގުޅުމެކެވެ.""",
المستدرك، الحاكم,8553,تذاكرْنا ونحنُ عندَ رسولِ اللهِ صلَّى اللهُ عليه وسلَّم أَيُّما أفضلُ مسجدُ رسولِ اللهِ صلَّى اللهُ عليه وسلَّم أوْ بيتُ المقدسِ فقال رسولُ اللهِ صلَّى اللهُ عليه وسلَّم صلاةٌ في مسجدي هذا أفضلُ من أربعِ صلواتٍ فيه ولَنِعْمَ الْمُصَلَّى هو ولَيُوشِكَنَّ أن يكونَ قوسُهُ من الأرضِ حيثُ يَرَى منه بيتَ المقدسِ خيرًا له منَ الدنيا جميعًا,އަބޫ ޛައްރު ރަޟިޔަﷲޢަންހު ގެ ކިބައިން ރިވާވެގެންވެއްވެ. ” އަހަރެމެން ބޭކަލުން ރަސޫލާ ﷺ ގެ އަރިހުގައި ތިއްބަވައިގެން ރަސޫލާ ﷺ ގެ މިސްކިތާއި ބައިތުލް މަގްދިސް [މަސްޖިދުލް އަގްޞާ ހުރިބިން ] ކުރެން މާތްވެގެންވާނީ ކޮންތަނެއްތޯ އާއި ބެހޭގޮތުން ވާހަކަދެއްކެވީމެވެ. ރަސޫލާ ﷺ ޙަދީޘްކުރެއްވިއެވެ: ތިމަންކަލޭގެފާނުގެ މިސްކިތުގައި ކުރާ އެއް ނަމާދު އެތާނގައިކުރާ 4 ނަމާދަށްވުރެ ހެޔޮވެގެންވެއެވެ. އަދި ނަމާދުކުރާ ތަނެއްގެ ގޮތުގައި [ބައިތުލް މަގްދިސްއަކީ] ކޮންފަދަ ހެޔޮތަނެއް ހެއްޔެވެ. މީހެއްގެ އަތުގައި އަހުގެ ވާފަށެއް ވަރުގެ ބިންކޮޅެއް އޮވެފައި އެބިންކޮޅުން ބައިތުލް މަގްދިސް ފެންނަ ނަމަ މުޅި ދުނިޔެއަށްވުރެ އެކަން ހެޔޮކަމުގައި އޭނާދެކޭނެ ދުވަސް އައުން ގާތް ވެއްޖެއެވެ.”,
المستدرك، الحاكم,1/353,«إِنَّ مَنْ قَرَأَ سُورَةَ الْكَهْفِ يَوْمَ الْجُمُعَةِ أَضَاءَ لَهُ مِنَ النُّورِ مَا بَيْنَ الْجُمُعَتَيْنِ»,ހުކުރު ދުވަހުގެ ކަހްފު ސޫރަތް ކިޔަވައިފި މީހާއަށް ދެން ޖެހިގެން އަންނަ ހުކުރާއި ހަމައަށް އަލިކޮށްދެނިވި ނޫރެއް ލެއްވިގެންވެއެވެ.,
المعجم الأوسط، الطبراني,3579,"""إِنَّ اللَّهَ فَرَضَ عَلَى أَغْنِيَاءِ الْمُسْلِمِينَ فِي أَمْوَالِهِمْ بِقَدْرِ الَّذِي يَسَعُ فُقَرَاءَهُمْ , وَلَنْ تُجْهَدَ الْفُقَرَاءُ إِذَا جَاعُوا وَعُرُوا إِلَّا بِمَا يَصْنَعُ أَغْنِيَاؤُهُمْ , أَلَا وَإِنَّ اللَّهَ يُحَاسِبُهُمْ حِسَابًا شَدِيدًا , وَ يُعَذِّبَهُمْ عَذَابًا أَلِيمًا""",""" މުސްލިމުންގެ ތެރެއިން މުއްސަދީންގެ މައްޗަށް އެބައިމީހުންގެ މުދަލުން ފަގީރުންނަށް ތަނަވަސްކަން ލިބޭނެ މިންވަރު ޒަކާތުގެ ގޮތުގައި ދިނުން ﷲ ފަރުޟުކުރައްވާފައިވެއެވެ. ފަގީރުންނަށް ދަތިކަންލިބި ބަޑުހައިހޫނު ކަމުގައި ޖެހި އައުރަ ނިވާކުރާނެ މިންވަރު ލިބިފައިނުވަނީ އެބައިމީހުންގެ މުއްސަދީން ކަންތައްކުރާގޮރުންނެވެ. ދަންނާށެވެ.! (އަދި ހަމަކަށަވަރުން) ﷲ އެބައިމީހުން (މުއްސަދީން) ގަދަފަދަ ވެގެންވާ ހިސާބު ބެއްލެވުމަކުން ހިސާބު ބައްލަވާނެއެވެ. އަދި އެބައިމީހުންނަށް ވޭންދެނިވި ޢަޛާބު ދެއްވާނެތެވެ.""",
المعجم الأوسط، الطبراني,8/119,أُمِرْتُ أنْ أُقاتِلَ النَّاسَ حتَّى يقولوا لا إلهَ إلَّا اللهُ فإذا قالوها حرُمَتْ علَيَّ أموالُهم ودماؤُهم، وحسابُهم على اللهِ,لا إله إلا الله ކިޔައި އަދި الله ނޫން އަޅުކަންކުރެވޭ ހުރިހާ އެއްޗަކަށް ކާފަރުވެއްޖެ ނަމަ، އެމީހެއްގެ މުދަލާއި ލޭ ޙަރާމް ވާނެއެވެ، އަދި އެމީހާގެ ޙިސާބު ބެއްލެވުންވަނީ الله ތަޢާލާއަށެވެ. »,
المعجم الكبير، الطبراني,821,حَدَّثَنَا يَحْيَى بْنُ أَيُّوبَ الْعَلَّافُ الْمِصْرِيُّ، ثَنَا سَعِيدُ بْنُ أَبِي مَرْيَمَ، أَنَا نَافِعُ بْنُ يَزِيدَ، حَدَّثَنِي بَكْرُ بْنُ عَمْرٍو، أَنَّهُ سَمِعَ مِشْرَحَ بْنَ هَاعَانَ يَقُولُ: سَمِعْتُ عُقْبَةَ بْنَ عَامِرٍ يَقُولُ: قَالَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: «سَيَخْرُجُ أَقْوَامٌ مِنْ أُمَّتِي يَشْرَبُونَ الْقُرْآنَ ‌كُشُرْبِهِمُ ‌اللَّبَنَ»,ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ތިމަން ނަބިއްޔާގެ އުއްމަތުގެ ތެރެއިން، އެބައިމީހުން ކިރު ބޯ ފަދައިން، ގުރްއާން ބޯލާނެ ބަޔަކު ނުކުމެގެން އަންނާނެއެވެ.“,صححه الألباني في صحيح الجامع 3653
المعجم الكبير، الطبراني,3291,حَدَّثَنَا عَلِيُّ بْنُ عَبْدِ الْعَزِيزِ ، ثَنَا الْقَعْنَبِيُّ ، عَنْ مَالِكٍ ، عَنِ ابْنِ شِهَابٍ ، عَنْ سِنَانِ بْنِ أَبِي سِنَانٍ الدُّؤَلِيِّ ، عَنْ أَبِي وَاقِدٍ اللَّيْثِيِّ ، قَالَ : خَرَجْنَا مَعَ رَسُولِ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ إِلَى حُنَيْنٍ وَنَحْنُ حُدَثَاءُ عَهْدٍ بِكُفْرٍ ، وَلِلْمُشْرِكِينَ سِدْرَةٌ يَعْكُفُونَ عِنْدَهَا ، وَيَنُوطُونَ بِهَا أَسْلِحَتَهُمْ يُقَالُ لَهَا ذَاتُ أَنْوَاطٍ . قَالَ : فَمَرَرْنَا بِالسِّدْرَةِ ، فَقُلْنَا : يَا رَسُولَ اللهِ اجْعَلْ لَنَا ذَاتَ أَنْوَاطٍ كَمَا لَهُمْ ذَاتُ أَنْوَاطٍ . فَقَالَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ : اللهُ أَكْبَرُ ، إِنَّهَا السَّنَنُ ، قُلْتُمْ وَالَّذِي نَفْسِي بِيَدِهِ كَمَا قَالَتْ بَنُو إِسْرَائِيلَ : { اجْعَلْ لَنَا إِلَهًا كَمَا لَهُمْ آلِهَةٌ قَالَ إِنَّكُمْ قَوْمٌ تَجْهَلُونَ } ، لَتَرْكَبُنَّ سَنَنَ مَنْ كَانَ قَبْلَكُمْ .,އަބޫ ވާގިދު އައްލައިޘީ ވިދާޅުވިކަމަށް ރިވާވެގެންވެއެވެ: ޙުނައިނު (ހަނގުރާމައަށް) ތިމަންމެން ރަސޫލު ﷲ ﷺ ގެ އަރިހުގައި ނުކުތީމެވެ. އޭރު ތިމަންމެން އަލަށް (އިސްލާމްވެގެން) ކުފުރުމަތީ ތިބި ޒަމާނުން މާ ގިނަ ދުވަހެއް ނުވެއެވެ. އަދި މުޝްރިކުން (އަޅުކަމުގެ ގޮތުން) އޭގެ ކައިރީގައި މަޑުކޮށް ހަދާ ކުންނާރު ގަހެއް އެބައިމީހުންނަށް ވިއެވެ. އަދި (ބަރަކާތް ހޯދުމުގެ ގޮތުން) އެ ގަހުގައި އެބައިމީހުންގެ ހަތިޔާރުތަށް އެލުވައި ހަދައެވެ. އެ ގަހަށް ކިޔައި އުޅެނީ ޛާތު އަންވާޠެވެ. ފަހެ (އެ ދަތުރު މަތީގައި) ކުންނާރު ގަހެއް ކައިރިންލާފައި ތިމަންމެން ދިޔައިމެވެ. ދެން ތިމަންމެން ދެންނެވީމެވެ: އޭ ﷲ ގެ ރަސޫލާއެވެ. އެބައިމީހުންނަށް ޛާތު އަންވާޠެއްވާ ފަދައިން، ތިމަންމެންނަށް ވެސް ޛާތު އަންވާޠެއް ލައްވާށެވެ. ފަހެ ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ﷲ އަކްބަރެވެ! ހަމަކަށަވަރުން ތިޔައީ ހަމަ (ތިޔަބައިމީހުންގެ ކުރީގެ އުއްމަތްތަކުގެ މީހުން އުޅުނު) ގޮތްތަކެވެ. ތިމަން ނަބިއްޔާގެ ފުރާނަފުޅު އެ ފަރާތެއްގެ އަތްޕުޅުގައިވާ ފަރާތް ގަންދީ ބުނަމެވެ. ތިޔަ ބުނީ ހަމަ ބަނީ އިސްރާއީލުގެ މީހުން ބުނި ފަދައިންނެވެ: ’އެބައިމީހުންނަށް އިލާހުންތަކެއް ވާފަދައިން، ތިމަންމެންނަށް ވެސް އިލާހެއް ލައްވައި ދެއްވާށެވެ! އެކަލޭގެފާނު ވިދާޅުވިއެވެ: ހަމަކަށަވަރުން ތިޔަބައިމީހުންނީ ހަމަ ޖާހިލު ބަޔެކެވެ.‘ ތިޔަބައިމީހުންގެ ކުރީގެ (އުއްމަތްތަކުގެ) މީހުން ހިނގި މަގުތަކުން ތިޔަބައިމީހުންވެސް ހިނގާނެކަން ކަށަވަރެވެ.“,
المعجم الكبير، الطبراني,8510,لا يَزَالُ النَّاسُ بِخَيْرٍ مَا أَتَاهُمُ الْعِلْمُ مِنْ أَصْحَابِ مُحَمَّدٍ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ، وَمِنْ أَكَابِرِهِمْ، فَإِذَا جَاءَ الْعِلْمُ مِنْ قِبَلِ أَصَاغِرِهِمْ فَذَاكَ حِينَ هَلَكُوا,“މުޙައްމަދު ﷺ އަޞްޙާބުންނާއި [ޢާލިމުންގެ] ބޮޑުބޮޑެތީންގެ އަރިހުން ޢިލްމު ޙާޞިލްކުރާހާ ހިނދަކު މީސްތަކުން ހެޔޮކަމުން ފިލައިގެން ނުދާހުއްޓެވެ. ފަހެ އެބައިމީހުންގެ ކުދިވެރީންނާއި ހަވާނަފްސަށް ތަބާވާ މީހުންގެ ގާތުން ޢިލްމު އުނގެނެން ފަށައިފި ނަމަ ހަލާކުވެދާނެއެވެ.”,
المعجم الكبير، الطبراني,8902,لَأَنْ أَحْلِفَ بِاللهِ كَاذِبًا أَحَبُّ إِلَيَّ مِنْ أَنْ أَحْلِفَ بِغَيْرِهِ وَأَنَا صَادِقٌ,عبد الله بن مسعود رضي الله عنه ވިދާޅުވިއެވެ. ތެދެއްގެ މައްޗަށް ﷲ ނޫން ފަރާތެއް ގަންދީ ހުވާކުރުމަށްވުރެ، ﷲ ގަންދީ ދޮގު ހުވާކުރުންވެސް ތިމަންކަލޭގެފާނަށް މާ ލޮބުވެތިކަން ބޮޑެވެ.,
المعجم الكبير، الطبراني,1/218,"اللهم إني أعوذُ بك من يومِ السُّوءِ, ومن ليلةِ السُّوءِ, ومن ساعةِ السُّوءِ, ومن صاحِبِ السُّوءِ, ومن جارِ السُّوءِ في دارِ المُقَامَةِ",އޭ ﷲ އެވެ. ހަމަކަށަވަރުން ނުބައި ދުވަހަކުން، އަދި ނުބައި ރެއަކުން، އަދި ނުބައި ވަގުތަކުން، އަދި ނުބައި އެކުވެރިއެއްގެ ކިބައިން، އަދި ދިރިއުޅޭ ތަނުގައިވާ ނުބައި އަވައްޓެރިއެއްގެ ކިބައިން، އިބަ އިލާހުގެ ހަޒްރަތުން މި އަޅާ ރައްކާތެރިކަން އެދެމެވެ.,
المعجم الكبير، الطبراني,10/ 206,للجنة ثمانية أبواب، سبعة مغلقة و باب مفتوح للتوبة حتى تطلع الشمس من مغربها,ސުވަރުގޭގައި 8 ދޮރުކޮޅެއްވެއެވެ. 7 ދޮރުކޮޅު ވަނީ ލެއްޕިގެންނެވެ. އަދި توبة އަށްޓަކައި ވާ ދޮރުކޮޅުވަނީ ހުޅުވިގެންނެވެ. ހުޅަނގުފަރާތުން އިރުއަރައްޖައުމަށް ދާނދެނެވެ.,
المعجم الكبير، الطبراني,9/105,أنَّ ابنَ مسعودٍ كان يدعو اللهمَّ زِدْني إيمانًا ويقينًا وفَهْمًا أو قال عِلْمًا,ޔާ ﷲ މި އަޅާއަށް އީމާންކަމާއި، ޔަގީންކަމާއި، ފަހުމްވުން (ނުވަތަ ޢިލްމު) އިތުރު ކޮށްދެއްވާނދޭވެ!,
المنتخب من العلل، الخلال,71,"""إِنَّ هَذَا الدِّينَ مَتِينٌ، فَأَوْغِلُوا فِيهِ بِرِفْقٍ""","""ހަމަކަށަވަރުން މިދީނަކީ ހަރުދަނާ ދީނެކެވެ. ވީމާ، ތިޔަބައިމީހުން މަޑުމައިތިރި ކަމާއެކު މިދީނުގެ ކަންތައްތަކުގައި ހިފަހައްޓާށެވެ""",
تاريخ دمشق، ابن عساكر,7/39,يحمِلُ هذا العِلمَ من كلِّ خلَفٍ عدولُه ينفونَ عنهُ تحريفَ الجاهِلينَ وانتحالَ المبطلينَ وتأويلَ الغالينَ,ފަހުން އަންނަ ކޮންމެ ބަޔެއްގެ ތެރެއިންވެސް އެބައިމީހުންގެ އަދުލުވެރިން މި އިލްމު އުފުލާނެއެވެ. ޖާހިލުންގެ ބަދަލު ކުރުންތަކާއި، ބާތިލު ކުރާ މީހުންގެ ދައުވާތަކާއި، ފަހަނައަޅައިދާ މީހުންގެ އޮޅުވާލުންތައް އެބައިމީހުން އެ އިލްމުން ނަފީ ކުރާނެއެވެ.,
