bodyAR,bodyDV
[11]متفق عليه، البخاري برقم: (1171)، ومسلم برقم: (714).,[11] މުއްތަފަޤުން ޢަލައިހި. ރިވާކުރެއްވީ އަލް-ބުޚާރީ، ނަމްބަރު: (1171) ގައެވެ. އަދި މުސްލިމް، ނަމްބަރު: (714) ގައެވެ.
الحرص على الصلاة في الصفوف الأولى؛ لما فيها من الفضل العظيم، ولا يكون ذلك إلا بالتبكير إليها، لحديث أبي هُرَيْرَةَ رضي الله عنه: أن رسول الله ﷺ قال:,ފުރަތަމަ ސަފުތަކުގައި ނަމާދުކުރުމަށް ފަރުވާބެހެއްޓުން. އެއީ އެ ސަފުތަކުގައިވާ ބޮޑުވެގެންވާ މާތްކަމަށްޓަކައެވެ. އަދި އެ ސަފުތަކަށް ދިޔުމަށް ކުރިޔާލައި އަވަސްވެގެން މެނުވީ އެކަން ނުވާނެއެވެ. އެއީ އަބޫ ހުރައިރާ رضي الله عنه ގެ ޙަދީޘްގައި، ﷲ ގެ ރަސޫލާ ﷺ ޙަދީޘްކުރެއްވިކަމަށް އައިސްފައިވާތީއެވެ:
«لَوْ يَعْلَمُ النَّاسُ مَا فِي النِّدَاءِ وَالصَّفِّ الأَوَّلِ، ثُمَّ لَمْ يَجِدُوا إِلَّا أَنْ يَسْتَهِمُوا عَلَيْهِ لَاسْتَهَمُوا»[12]،,"""މީސްތަކުންނަށް ބަންގިއާއި ފުރަތަމަ ސަފުގައިވާ ކަންކަން އެނގޭނަމަ؛ ދެން އެކަމަށް ގުރުއަތު ލައިގެން މެނުވީ އެކަން ނުވީނަމަ، އެމީހުން އެކަންވެސް ކުރީހެވެ.""[12]،"
ولقوله ﷺ لأصحابه رضي الله عنهم:,އަދި އެކަލޭގެފާނު ﷺ އެކަލޭގެފާނުގެ އަޞްޙާބުން رضي الله عنهم އަށް ޙަދީޘްކުރެއްވި ބަސްފުޅަށްޓަކައެވެ:
«تَقَدَّمُوا فَأْتَمُّوا بِي، وَلْيَأْتَمَّ بِكُمْ مَنْ بَعْدَكُمْ، لَا يَزَالُ قَوْمٌ يَتَأَخَّرُونَ حَتَّى يُؤَخِّرَهُمُ اللهُ»[13].,“ތިޔަބައިމީހުން ކުރިއަށް ޖެހި، ތިމަންކަލޭގެފާނު އިމާމެއްގެ ގޮތުގައި ބަލައިގެން ތަބަޢަވާށެވެ. އަދި ތިޔަބައިމީހުންގެ ފަހުން ދެންތިބި މީހުން ތިޔަބައިމީހުންނަށް ތަބަޢަވާހުށިކަމެވެ. ބަޔަކުމީހުން ފަހަތަށް ޖެހި ލަސްވުމުގައި ދެމިތިބެއެވެ. އެހެންގޮސް ﷲ އެމީހުން ފަސްކުރައްވައިފުމަށް ދާންދެނެވެ.”[13].
[12]متفق عليه، البخاري برقم: (615)، ومسلم برقم: (437).,[12] މުއްތަފަޤުން ޢަލައިހި. ރިވާކުރެއްވީ އަލް-ބުޚާރީ، ނަމްބަރު: (615) ގައެވެ. އަދި މުސްލިމް، ނަމްބަރު: (437) ގައެވެ.
[13]أخرجه مسلم برقم: (438).,[13] މި ޙަދީޘް ނެރުއްވީ މުސްލިމް ނަމްބަރު 438 ގައެވެ.
وأما النساء فالأفضل في حقهن الصلاة في الصفوف المتأخرة، والبُعد عن الرجال، لحديث أَبِي هُرَيْرَة رضي الله عنه، قَالَ: قَالَ رَسُولُ اللهِ ﷺ:,ދެންފަހެ އަންހެނުންނަށް ބަލާއިރު، އެކަނބަލުންނަށް އެންމެ ހެޔޮވެގެންވަނީ އެންމެ ފަހަތު ސަފުތަކުގައި ނަމާދުކުރުމާއި، ފިރިހެނުންނާ ދުރުގައި ތިބުމެވެ. އެއީ އަބޫ ހުރައިރާ رضي الله عنه ގެ އަރިހުން ރިވާވެގެންވާ ޙަދީޘަށްްޓަކައިއެވެ. އެކަލޭގެފާނު ވިދާޅުވިއެވެ: ﷲ ގެ ރަސޫލާ ﷺ ޙަދީޘްކުރެއްވިއެވެ:
«خَيْرُ صُفُوفِ الرِّجَالِ أَوَّلُهَا، وَشَرُّهَا آخِرُهَا، وَخَيْرُ صُفُوفِ النِّسَاءِ آخِرُهَا، وَشَرُّهَا أَوَّلُهَا»[14]،,“ފިރިހެނުންގެ ސަފުތަކުގެ ތެރެއިން އެންމެ ހެޔޮވެގެންވަނީ އެންމެ ކުރީ ސަފެވެ. އަދި އެންމެ ނުބައިވެގެންވަނީ އެންމެ ފަހަތު ސަފެވެ. އަދި އަންހެނުންގެ ސަފުތަކުގެ ތެރެއިން އެންމެ ހެޔޮވެގެންވަނީ އެންމެ ފަހަތު ސަފެވެ. އަދި އެންމެ ނުބައިވެގެންވަނީ ކުރީ ސަފެވެ.”[14]،
لكن إذا صلين منفردات، أو بينهن وبين الرجال حاجز، كما هو الحال في المسجد النبوي، فإن خير صفوفهنْ أولها؛ لزوال العلة في ذلك.,ނަމަވެސް، އެ އަންހެންތަކުން ވަކިން ނަމާދުކުރާނަމަ، ނުވަތަ -މަސްޖިދުއް ނަބަވީގައި ވާ ފަދައިން- އެ އަންހެންތަކުންނާއި ފިރިހެނުންނާ ދެމެދު ފަރުދާއެއް ވާނަމަ، ފަހެ އެހިނދުން އެކަނބަލުންގެ ސަފުތަކުގެ ތެރެއިން އެންމެ ހެޔޮވެގެންވަނީ އެންމެ ކުރީ ސަފެވެ. އެއީ އެކަމުގައިވާ ޢިއްލަތް ނެތިގެންދާތީއެވެ.
[14]أخرجه مسلم برقم: (440).,[14] މި ޙަދީޘް ނެރުއްވީ މުސްލިމް ނަމްބަރު 440 ގައެވެ.
الصلاة خلف الإمام، والحذر من التقدم عليه؛ لحديث أبي هريرة رضي الله عنه أن النبي ﷺ قال:,އިމާމުގެ ފަހަތުގައި ނަމާދުކުރުމާއި، އޭނާގެ ކުރިއަށް އެރުމާމެދު ހުށިޔާރުވެ ދުރުވުން. އެއީ އަބޫ ހުރައިރާ رضي الله عنه ގެ ޙަދީޘަށްޓަކައެވެ. ނަބިއްޔާ ﷺ ޙަދީޘްކުރެއްވިއެވެ:
«إِنَّمَا جُعِلَ الإِمَامُ لِيُؤْتَمَّ بِهِ»[15].,«ހަމަކަށަވަރުން އިމާމު ޢައްޔަނުކުރެވުނުކަން ކަށަވަރީ އޭނާއަށް ތަބަޢަވެވުމަށެވެ» [15].
[15]أخرجه البخاري برقم: (722)، ومسلم برقم: (417).,[15] މި ޙަދީޘް ނެރުއްވީ އަލް-ބުޚާރީ، ނަންބަރު 722 ގައެވެ. އަދި މުސްލިމް، ނަމްބަރު 417 ގައެވެ.
ولا يجوز للمصلي أن يتقدم على الإمام إلا في حال الضـرورة وامتلاء المسجد بالمصلين بحيث لا يجد مكانًا للصلاة إلا أمام الإمام.,ނަމާދުކުރާ މީހާ އިމާމުގެ ކުރިއަށް އެރުން ހުއްދަވެގެން ނުވެއެވެ. އެއީ ޟަރޫރީ ޙާލަތެއްގައި، ނަމާދުކުރާ މީހުންނާގެން މިސްކިތް ފުރިފައިވުމުގެ ސަބަބުން، އިމާމުގެ ކުރިމަތިން ފިޔަވައި ނަމާދުކުރާނޭ ޖާގައެއް ނުލިބޭ ޙާލަތުގައި މެނުވީއެވެ.
الحرص على سدِّ الفراغ والفرجات بين الصفوف، وتسويتها، لكن مع الحذر من مزاحمة الناس ومضايقتهم، وتخطي رقابهم، والمرور بين يدي المصلين؛ لأن ذلك يوقعه في الإثم.,ސަފުތަކުގެ ދޭތެރޭގައި ހުންނަ ހުސްތަންތަން ފުރުމަށާއި، ސަފުތައް ސީދާކުރުމަށް ސަމާލުކަންދިނުން. އެކަމަކު އެއީ މީސްތަކުންނާ ތޮއްޖެހި އެމީހުންނަށް ދަތި އުނދަގޫކުރުމާއި، އެމީހުންގެ ކަނދުރާތައް ހުރަސްކުރުމާއި، އަދި ނަމާދަށް ތިބޭ މީހުންގެ ކުރިމަތިން ހުރަސްކުރުން ފަދަ ކަންކަމުން ރައްކާތެރިވުމާއެކުގައެވެ. އެހެނީ އެކަންކަމުގެ ސަބަބުން އޭނާ ފާފައަށް ވައްޓާލާނެއެވެ.
الصلاة في الروضة الشريفة لمن تيسر له ذلك؛ لحديث أبي هريرة رضي الله عنه، عن النبي ﷺ قال:,ޝަރަފުވެރި ރަޥްޟާގައި ނަމާދުކުރަން ފަހިވެ ފަސޭހަވެއްޖެ މީހަކު އެތަނުގައި ނަމާދުކުރުން. އެއީ އަބޫ ހުރައިރާ رضي الله عنه، ނަބިއްޔާ ﷺ ގެ އަރިހުން ރިވާކުރައްވާފައިވާ ޙަދީޘަށްޓަކައެވެ. އެކަލޭގެފާނު ޙަދީޘްކުރެއްވިއެވެ:
«مَا بَيْنَ بَيْتِي وَمِنْبَرِي رَوْضَةٌ مِنْ رِيَاضِ الجَنَّةِ، وَمِنْبَرِي عَلَى حَوْضِي»[16].,"""ތިމަންކަލޭގެފާނުގެ ގެކޮޅާއި ތިމަންކަލޭގެފާނުގެ މިންބަރުކޮޅާ ދެމެދުގައިވަނީ: ޖަންނަތުގެ ބަގީޗާތަކުގެ ތެރެއިން ބަގީޗާއެކެވެ. އަދި ތިމަންކަލޭގެފާނުގެ މިންބަރުކޮޅު ވަނީ ތިމަންކަލޭގެފާނުގެ ޙަޥްޟުކޮޅުގެ މަތީގައެވެ.""[16]."
[16]متفق عليه. البخاري برقم: (1195)، مسلم برقم: (1390).,[16] މުތައްފަޤުން ޢަލައިހި. (އަލް-ބުޚާރީ އާއި މުސްލިމް ނެރުއްވާ އެއްބަސްވެވިފައިވާ ޙަދީޘެކެވެ.) އަލް-ބުޚާރީ، ނަމްބަރު 1195 ގައެވެ. އަދި މުސްލިމް، ނަމްބަރު 1390 ގައެވެ.
ولم يرد في فضل الصلاة في الروضة فضلٌ معين، ولكن ثبت أنها روضة من رياض الجنة -كما دلَّ عليه حديث أبي هريرة رضي الله عنه السابق- والعبادات تفضل بفضل زمانها ومكانها.,ރަޥްޟާގައި ނަމާދުކުރުމުގެ މާތްކަމާ ގުޅޭގޮތުން ވަކި ޚާއްޞަ މާތްކަމެއް ވާރިދުވެފައެއް ނުވެއެވެ. އެހެނެއްކަމަކު -ކުރިން އިސްވެދިޔަ އަބޫ ހުރައިރާ رضي الله عنه ގެ ޙަދީޘުން ދަލީލުކުރި ފަދައިން- އެއީ ޖަންނަތުގެ ބަގީޗާތަކުގެ ތެރެއިން ބަގީޗާއެއްކަން ޘާބިތުވެފައިވެއެވެ. އަދި އަޅުކަމެއް ކުރެވޭ ޒަމާނާއި ތަނުގެ މާތްކަމުން، އަޅުކަންތައްވެސް މާތްވެ ހެޔޮވެގެންދެއެވެ.
* ويختار الزائر الأوقات المناسبة للصلاة في الروضة، ويتحرى الأوقات التي يقلُّ فيها الزحام، فلا يجوز أن يزاحم إخوانه المسلمين، ولا يتخطى الرقاب، ولا يمرّ بين أيدي المصلين من أجل الصلاة فيها، فالصلاة في الروضة نافلة فلا يتوصل إليها بمحرم، كما يحرص الزائر على التقيد والالتزام بالأنظمة الخاصة والترتيبات المنظمة لدخول الروضة، واختيار الأوقات المناسبة، والتعاون مع القائمين على تنظيم دخول الزوار إليها.,* ޒިޔާރަތްކުރާ މީހާ، ރަޥްޟާގައި ނަމާދުކުރުމަށް މުނާސަބު ވަޤުތުތައް އިޚްތިޔާރުކޮށް، ތޮއްޖެހުން މަދު ވަޤުތުތަކަށް ފަރުވާތެރިވެ ބަލަންވާނެއެވެ. ފަހެ، އެތަނުގައި ނަމާދުކުރުމުގެ ބޭނުމުގައި، އޭނާގެ މުސްލިމު އަޚުންނަށް ދަތިކޮށް ތޮއްޖެހުމާއި، މީސްތަކުންގެ ކޮނޑުތަކަށް އަރައި ހުރަސްކޮށްގެން ދިޔުމާއި، އަދި ނަމާދަށް ތިބޭ މީހުންެ ކުރިމަތިން ހުރަސްކޮށް ދިޔުން ހުއްދަވެގެންނެއްނުވެއެވެ. ފަހެ ރަޥްޟާގައި ނަމާދުކުރުމަކީ ނާފިލާ (ސުންނަތް) ކަމެކެވެ. އެހެންކަމުން ޙަރާމްކަމެއް ކޮށްގެން އެކަމަކަށް ވާޞިލެއްނުވެވޭނެއެވެ. ހަމައެފަދައިން ޒިޔާރަތްކުރާ މީހާ، ރަޥްޟާއަށް ވަނުމަށްޓަކައި ހަމަޖެހިފައިވާ ޚާއްޞަ ޤަވާޢިދުތަކާއި އިންތިޒާމުތަކުގައި ހިފެހެއްޓުމަށާއި، މުނާސަބު ވަޤުތުތައް އިޚްތިޔާރުކުރުމަށާއި، އަދި ޒިޔާރަތްކުރާ މީހުން ވެއްދުން އިންތިޒާމްކުރާ ފަރާތްތަކަށް އެހީތެރިވުމަށްވެސް ސަމާލުކަން ދޭންވާނެއެވެ.
اغتنام الأوقات بالإكثار من الأعمال الصالحة التي تقربه إلى خالقه سبحانه كالصلاة، وقراءة القرآن، والذكر، والدعاء، وحضور مجالس الذكر، والدروس العلمية، وحلقات تعليم القرآن الكريم، وغيرها.,ނަމާދުކުރުމާއި، ޤުރްއާން ކިޔެވުމާއި، ޛިކުރުކުރުމާއި، ދުޢާކުރުމާއި، ޛިކުރުގެ މަޖްލިސްތަކަށާއި، ޢިލްމީ ދަރުސްތަކާއި، ކީރިތި ޤުރްއާން އުނގަންނައިދޭ ޙަލަޤާތަކަށް ޙާޟިރުވުމާއި، އަދި އެނޫންވެސް އޭނާ ހެއްދެވި ފަރާތް ސުބްޙާނަހޫ އާ ކުއްތަންކޮށްދޭ ޞާލިޙު ޢަމަލުތައް ގިނަކުރުމުގައި ވަޤުތުތަކުގެ ބޭނުން ހިފުމެވެ.
احترام كتاب الله عزوجل وصيانته من العبث بأوراقه، والكتابة عليه، أو ابتذاله وامتهانه بوضع الحذاء بجانبه، أو وضعه على الأرض ونحو ذلك، لقوله تعالى:,ﷲ ޢައްޒަ ވަޖައްލަގެ ފޮތަށް އިޙްތިރާމްކުރުމާއި، އެ ފޮތުގެ ގަނޑުތަކާ ކުޅުމުންނާއި، އޭގައި ލިޔުމުން، ނުވަތަ އެ ފޮތް ކައިރީގައި ފައިވާން ބަހައްޓާ ނުވަތަ ބިންމަތީގައި ބޭއްވުމާ އެފަދަ ގޮތްގޮތުން އެފޮތުގެ ޙުރުމަތް ކަނޑައި އިހާނެތިކޮށް ހިތުމުން އެފޮތް ރައްކާތެރިކުރުމެވެ. ﷲ ތަޢާލާގެ ބަސްފުޅަށްޓަކައެވެ:
﴿ذَٰلِكَۖ وَمَن يُعَظِّمۡ شَعَٰٓئِرَ ٱللَّهِ فَإِنَّهَا مِن تَقۡوَى ٱلۡقُلُوبِ32﴾,"﴿ذَٰلِكَۖ وَمَن يُعَظِّمۡ شَعَٰٓئِرَ ٱللَّهِ فَإِنَّهَا مِن تَقۡوَى ٱلۡقُلُوبِ﴾
 މާނައީ: ""އެކަންއޮތީ އެފަދައިންނެވެ. އަދި ﷲ ގެ ޝިޢާރުތަކަށް މާތްކުރުމީ، ފަހެ ހަމަކަށަވަރުން އެއީ ހިތްތަކުގެ ތަޤުވާވެރިކަމުގެ ތެރެއިންވާ ކަމެކެވެ."""
[الحج:32].,[އަލް-ޙައްޖު: 32].
غض البصر عما حرم الله عز وجل: فيجب على زائر المسجد النبوي أن يغضَّ بصره عما لا يحل له النظر إليه، وليعلم عِظَمَ ارتكاب الذنب في هذه البقاع، وما يترتب عليه من عقوبات، فإن المعاصي تَعْظُمُ قدرًا وكيفًا بِعِظَمِ الزمان والمكان، وكذلك الطاعات، وتحرص المرأة المسلمة على الالتزام بالحجاب الشرعي، وعدم إظهار الزينة حتى لا تفتن الرجال، فإن هذا إثمه عظيم.,ﷲ ޢައްޒަ ވަޖައްލަ ޙަރާމްކުރެއްވި ތަކެތިން ބެލުންތިރިކުރުން: އެގޮތުން މަސްޖިދުއް-ނަބަވީއަށް ޒިޔާރަތްކުރާ މީހާ، އޭނާ ބެލުން ޙަލާލުވެގެންނުވާ ތަކެތިން އޭނާގެ ބެލުން ތިރިކުރުން ވާޖިބުވެގެންވެއެވެ. އަދި މި މާތް ބިންތަކުގައި ފާފައަކަށް އަރައިގަތުމުގެ ބޮޑުކަމާއި، އޭގެ ސަބަބުން ލިބޭނެ ޢުޤޫބާތްތައް ދެނެގަތުން ހުއްޓެވެ. އެހެނީ ޒަމާނާއި ތަނުގެ މާތްކަމުން، ފާފަތައް ބޮޑުވެ ގަދަފަދަވެގެންދެއެވެ. އެފަދައިން ކިޔަމަންތެރިކަމުގެ ހެޔޮ ޢަމަލުތައްވެސްމެއެވެ. އަދި މުސްލިމު އަންހެނާ ޝަރުޢީ ޙިޖާބުވުމުގައި ހަރުލައި ލާޒިމްވުމަށާއި، ފިރިހެނުން ފިތުނަވެރިވިޔަ ނުދިނުމަށްޓަކައި ޒީނަތްތެރިކަން ފާޅުނުކުރުމަށް ފަރުވާތެރިވެ ސަމާލުކަން ދޭހުށިކަމެވެ. އެހެނީ ހަމަކަށަވަރުން މިކަމުގެ ފާފަ ބޮޑުވެގެންވެއެވެ.
الحذر من الانشغال بالتصوير أو مشاهدة الصور والمقاطع في الجوال، ويشتد الأمر خطورة إذا كانت هذه الصور والمقاطع محرمة.,ފޮޓޯ ނެގުން ނުވަތަ ފޯނުން ފޮޓޯތަކާއި ވީޑިއޯތައް ބެލުމުގައި މަޝްޣޫލުވުމުން ހުށިޔާރުވެ ރައްކާތެރިވުމެވެ. އަދި އެ ޞޫރަތަކާއި ވީޑިއޯތަކަކީ ޙަރާމް ތަކެތި ކަމުގައި ވާނަމަ؛ އެކަމުގެ ނުރައްކާތެރިކަން އިތުރަށް ބޮޑުވެގެންދެއެވެ.
تنزيه المسجد النبوي عن كل ما لا يليق به من الخصومات، ورفع الصوت، ونشد الضالة، والبيع، ونحو ذلك من الأمور التي لا تنبغي فيه ولا في غيره من المساجد؛ لحديث أبي هريرة رضي الله عنه عن النبي ﷺ أنه قال:,މަސްޖިދުއް-ނަބަވީ އެތަނާ އެކަށީގެން ނުވާ ކޮންމެ ކަމަކުން ރައްކާތެރިކުރުމެވެ. އަރާރުންވުންތަކާއި، އަޑުއުފުލުމާއި، ގެއްލިފައިވާ އެއްޗެއް ހޯދުމަށް އިޢުލާނުކުރުމާއި، ވިޔަފާރިކުރުން ފަދަ، އެތަނުގައާއި އެނޫން މިސްކިތްތަކުގައިވެސް ކުރުން އެކަށީގެންނުވާ އެންމެހައި ކަންކަމުން ޠާހިރުކޮށް ބެހެއްޓުމެވެ. އެއީ އަބޫ ހުރައިރާ رضي الله عنه ގެ އަރިހުން ނަބިއްޔާ ﷺ ޙަދީޘްކުރެއްވިކަމަށް އައިސްފައިވާ ޙަދީޘްފުޅުގައިވާ ފަދައިންނެވެ. އެކަލޭގެފާނު ޙަދީޘްކުރެއްވިއެވެ:
«إِذَا رَأَيْتُمْ مَنْ يَبِيعُ أَوْ يَبْتَاعُ فِي المَسْجِدِ، فَقُولُوا: لَا أَرْبَحَ اللَّهُ تِجَارَتَكَ، وَإِذَا رَأَيْتُمْ مَنْ يَنْشُدُ فِيهِ ضَالَّةً، فَقُولُوا: لَا رَدَّ الله عَلَيْكَ»[17].,“މިސްކިތުގައި މީހަކު ވިއްކާތަން ނުވަތަ ގަންނަތަން ތިޔަބައިމީހުންނަށް ފެނިއްޖެނަމަ ބުނާށެވެ: 'ކަލޭގެ ވިޔަފާރިން ﷲ ފައިދާއެއް ނުކުރައްވާށިއެވެ.' އަދި ގެއްލިފައިވާ އެއްޗެއް ހޯދަން އެތަނުގައި އިޢުލާނުކުރާ މީހަކު ތިޔަބައިމީހުންނަށް ފެނިއްޖެނަމަ ބުނާށެވެ: ﷲ އެ އެއްޗެއް ތިބާއަށް ރައްދު ނުކުރައްވާށިއެވެ.” [17].
[17]أخرجه الترمذي برقم: (1321) وابن خزيمة برقم: (1305)، بسندٍ صحيح.,[17] މި ޙަދީޘް ނެރުއްވީ އައް-ތިރްމިޛީ، ނަމްބަރު (1321) ގައެވެ. އަދި އިބްނު ޚުޒައިމާ، ނަމްބަރު (1305) ގައި، ޞައްޙަ ސަނަދަކުންނެވެ.
الحرص على النظافة الشخصية، والحذر من الروائح الكريهة كالثوم والبصل والدخان والعرق، ونحو ذلك مما يسبب الإيذاء لإخوانه المصلين؛ لحديث جابر بن عبد الله رضي الله عنه قال: إن رسول الله ﷺ قال:,އަމިއްލަ ސާފުތާހިރުކަމަށް ފަރުވާތެރިވުމާއި، އަދި ލޮނުމެދާއި، ފިޔައާއި، ދުން، އަދި ދާ ފަދަ، ނަމާދަށް ތިބޭ އޭނާގެ އަޚުންނަށް އުނދަގޫޖެހޭ ނުބައި ވަސްތަކުން ރައްކާތެރިވުމެވެ. އެއީ ޖާބިރު ބްނު ޢަބްދު ﷲ رضي الله عنه ވިދާޅުވި ޙަދީޘަށްޓަކައެވެ. އެކަލޭގެފާނު ވިދާޅުވިއެވެ. ހަމަކަށަވަރުން ﷲ ގެ ރަސޫލާ ﷺ ޙަދީޘްކުރެއްވިއެވެ:
«مَنْ أَكَلَ ثُومًا أَوْ بَصَلًا، فَلْيَعْتَزِلْنَا - أَوْ قَالَ: فَلْيَعْتَزِلْ مَسْجِدَنَا - وَلْيَقْعُدْ فِي بَيْتِهِ»[18].,«ލޮނުމެދު ނުވަތަ ފިޔާ ކައިފިމީހާ، ފަހެ ތިމަންމެންނާ އެއްކިބާވާހުށިކަމެވެ - ނުވަތަ ޙަދީޘްކުރެއްވިއެވެ: ފަހެ ތިމަންމެންގެ މިސްކިތާ އެއްކިބާވާހުށިކަމެވެ.- އަދި އޭނާގެ ގޭގައި އިށީންދެ އިންނަހުށިކަމެވެ.»[18].
[18]أخرجه البخاري برقم: (7359)، مسلم برقم: (564).,[18] މި ޙަދީޘް ނެރުއްވީ އަލް-ބުޚާރީ، ނަމްބަރު 7359 ގައެވެ. އަދި މުސްލިމް، ނަމްބަރު 564 ގައެވެ.
الحرص على نظافة المسجد النبوي وعدم رمي النفايات داخل المسجد وفي ساحاته مثل بقايا الأطعمة وسفر الإفطار لاسيما في شهر رمضان، أو البصاق في الممرات والساحات، ونحو ذلك.,މަސްޖިދުއް-ނަބަވީގެ ސާފުތާހިރުކަމަށް ފަރުވާތެރިވުމާއި، އަދި ޚާއްޞަކޮށް ރަމަޟާންމަހު ކާތަކެތީގެ ބާކީއާއި ރޯދަވީއްލާ ސުފުރާތަކުގެ ބާކީ ފަދަ ކުނި މިސްކިތުގެ އެތެރެއަށާއި ގޯތިތެރެއަށް ނޭޅުމާއި، މަގުތަކާއި ގޯތިތެރެއަށް ކުޅުޖެހުން ފަދަ ކަންކަމުން ދުރުހެލިވުން.
تجنب الصلاة في الممرات وعند مداخل الأبواب والأماكن المزدحمة، لما يترتب على ذلك من المفاسد، وسد الطرقات، وأذية المسلمين.,ހިނގާބިގާވުމަށް އޮންނަތަނާއި، ދޮރުތަކުގެ ވަންނަ ދިމާލުގައްޔާއި، ތޮއްޖެހޭ ތަންތަނުގައި ނަމާދުކުރުމުން އެއްކިބާވުމެވެ. އެއީ އެކަމުގެ ސަބަބުން ފަސާދަތައް އުފެދުމާއި، މަގުތައް ބަންދުވުމާއި، އަދި މުސްލިމުންނަށް އުނދަގޫވުންފަދަ ކަންކަން މެދުވެރިވާތީއެވެ.
صلاة الرجال والنساء في الأماكن المخصصة لكلٍ منهم، داخل المسجد النبوي أو في ساحاته، ولا يصلي الرجل بجوار المرأة، ولا المرأة بجوار الرجل، والحذر من التقدم على الإمام ما أمكن.,ފިރިހެނުންނާއި އަންހެނުން ނަމާދުކުރަންވާނީ -މަސްޖިދުއްނަބަވީގެ އެތެރޭގައި ނުވަތަ ގޯތިތެރޭގައި ވިޔަސް- އެއިން ކޮންމެ ބަޔަކަށް ޚާއްޞަކުރެވިފައިވާ ތަންތަނުގައެވެ. ފިރިހެނަކު އަންހެނަކާ ޖެހިގެން، އަދި އަންހެނަކު ފިރިހެނަކާ ޖެހިގެން ނަމާދު ނުކުރާހުއްޓެވެ. އަދި ވީ މިންވަރަކުން އިމާމަށްވުރެ ކުރިއަށް އެރުމުން ސަމާލުވެ ރައްކާތެރިވާން ވާނެއެވެ.
تقديم الرِّجْل اليسرى عند الخروج من المسجد، ويقول عند الخروج:,މިސްކިތުން ނިކުންނައިރު ވާތު ފައި އިސްކޮށް، މިފަދައިން ކިޔާހުއްޓެވެ:
«اللهُمَّ إِنِّي أَسْأَلُكَ مِنْ فَضْلِكَ»[19]،,"«اللهُمَّ إِنِّي أَسْأَلُكَ مِنْ فَضْلِكَ»
 ""ﷲ އޭވެ! އިބައިލާހުގެ ފަޟްލަވަންތަކަން ދެއްވުމަށް މިއަޅާ އެދި ދަންނަވަމެވެ."" [19]،"
أو يصلى على النبي ﷺ ويقول:,ނުވަތަ ނަބިއްޔާ ﷺ ގެ މައްޗަށް ޞަލަވާތް ކިޔަވާފައި މިހެން ކިޔާނީއެވެ:
«رَبِّ اغْفِرْ لِي ذُنُوبِي، وَافْتَحْ لِي أَبْوَابَ فَضْلِكَ»[20].,"«رَبِّ اغْفِرْ لِي ذُنُوبِي، وَافْتَحْ لِي أَبْوَابَ فَضْلِكَ»
 މާނައީ: ""އަޅުގެ ވެރި ރައްބެވެ! މި އަޅާގެ ފާފަތައް ފުއްސަވާށިއެވެ! އަދި އިބަ އިލާހުގެ ފަޟްލުވަންތަކަމުގެ ދޮރުކޮޅުތައް މިއަޅާއަށްޓަކައި ހުޅުވާދެއްވާށިއެވެ!"" [20]."
[19]أخرجه مسلم برقم: (713).,[19] މި ޙަދީޘް ނެރުއްވީ މުސްލިމް ނަމްބަރު 713 ގައެވެ.
[20]أخرجه الترمذي برقم: (314)، بسندٍ صحيح.,[20] މި ޙަދީޘް ނެރުއްވީ އައް-ތިރްމިޛީ، ނަމްބަރު (314) ގައި، ޞައްޙަ ސަނަދަކުންނެވެ.
رابعًا: أحكام وآداب زيارة قبر النبي ﷺ وقبري صاحبيه رضي الله عنهما,ހަތަރުވަނައީ: ނަބިއްޔާ ﷺ ގެ ޤަބުރުކޮޅާއި، އެކަލޭގެފާނުގެ ދެ ޞަޙާބީން رضي الله عنهما ގެ ޤަބުރުކޮޅަށް ޒިޔާރަތްކުރުމުގެ ޙުކުމްތަކާއި އަދަބުތައް
* تستحب زيارة قبر النبي ﷺ وقبري صاحبيه: أبي بكر وعمر رضي الله عنهما، لأهل المدينة ولمن قدم إليها وافدًا وزائرًا؛ لعموم الأدلة الدالة على مشـروعية زيارة القبور ومنها قوله ﷺ:,* ނަބިއްޔާ ﷺ ގެ ޤަބުރުކޮޅަށާއި، އެކަލޭގެފާނުގެ ދެ ޞަޙާބީންކަމުގައިވާ: އަބޫ ބަކުރާއި ޢުމަރު رضي الله عنهما ގެ ޤަބުރުކޮޅަށް ޒިޔާރަތްކުރުން، މަދީނާގެ އަހުލުވެރިންނަށާއި އަދި އެ ރަށަށް ޒިޔާރަތްކުރަން އަދި ވަފްދުތަކުގައި އަންނަ މީހުންނަށް މުސްތަޙައްބުވެ އެދެވިގެންވެއެވެ. އެއީ ޤަބުރުތަކަށް ޒިޔާރަތްކުރުން ޝަރުޢުވެގެންވާކަމަށް ދަލީލުކުރާ ޢާއްމު ދަލީލުތަކަށްޓަކައެވެ. އޭގެ ތެރޭގައި އެކަލޭގެފާނު ﷺ ގެ މި ޙަދީޘްފުޅު ހިމެނެއެވެ:
«نَهَيْتُكُمْ عَنْ زِيَارَةِ القُبُورِ، فَزُورُوهَا»[21].,"""ތިމަންކަލޭގެފާނު ތިޔަބައިމީހުން ޤަބުރުތަކަށް ޒިޔާރަތްކުރުން ނަހީކުރެއްވީމެވެ. ފަހެ (ދެން މީގެ ފަހުން) ތިޔަބައިމީހުން ޤަބުރުތަކަށް ޒިޔާރަތްކުރާށެވެ.""[21]."
