source,#,bodyAR,bodyDV,takhrij
سنن أبي داود,1516,"عَنِ ابْنِ عُمَرَ، قَالَ إِنْ كُنَّا لَنَعُدُّ لِرَسُولِ اللَّهِ ﷺ فِي الْمَجْلِسِ الْوَاحِدِ مِائَةَ مَرَّةٍ "" رَبِّ اغْفِرْ لِي وَتُبْ عَلَىَّ إِنَّكَ أَنْتَ التَّوَّابُ الرَّحِيمُ "" .","އިބުނު ޢުމަރު ގެ ކިބައިން ރިވާވެގެންވެއެވެ. ""މަޖިލީހެއްގައި(ބައްދަލުވުމެއްގައި) ނަބިއްޔާ ﷺ ސަތޭކަ ފަހަރު މިފަދައިން ކިޔުއްވަނިކޮށް ތިމަންމެން ގުނީމެވެ. رَبِّ اغْفِرْ لِي وَتُبْ عَلَىَّ إِنَّكَ أَنْتَ التَّوَّابُ الرَّحِيمُ (މާނައީ: އޭ މިއަޅާގެ ރައްބެވެ. މިއަޅާއަށް ފާފަ ފުއްސަވާށިއެވެ. މިއަޅާ ތައުބާލައްވާށިއެވެ. ހަމަކަށަވަރުން ގިނަގިނައިން ތައުބާދެއްވާ އަދި ގިނަގިނައިން ރަޙުމްކުރައްވާ އިލާހެއްކަމުގައި އިބައިލާހުވެގެންވެއެވެ.",
سنن أبي داود,1516,"عَنِ ابْنِ عُمَرَ، قَالَ إِنْ كُنَّا لَنَعُدُّ لِرَسُولِ اللَّهِ ﷺ فِي الْمَجْلِسِ الْوَاحِدِ مِائَةَ مَرَّةٍ "" رَبِّ اغْفِرْ لِي وَتُبْ عَلَىَّ إِنَّكَ أَنْتَ التَّوَّابُ الرَّحِيمُ "" .","އިބުނު ޢުމަރު ގެ ކިބައިން ރިވާވެގެންވެއެވެ. ""މަޖިލީހެއްގައި(ބައްދަލުވުމެއްގައި) ނަބިއްޔާ ﷺ ސަތޭކަ ފަހަރު މިފަދައިން ކިޔުއްވަނިކޮށް ތިމަންމެން ގުނީމެވެ. رَبِّ اغْفِرْ لِي وَتُبْ عَلَىَّ إِنَّكَ أَنْتَ التَّوَّابُ الرَّحِيمُ (މާނައީ: އޭ މިއަޅާގެ ރައްބެވެ. މިއަޅާއަށް ފާފަ ފުއްސަވާށިއެވެ. މިއަޅާ ތައުބާލައްވާށިއެވެ. ހަމަކަށަވަރުން ގިނަގިނައިން ތައުބާދެއްވާ އަދި ގިނަގިނައިން ރަޙުމްކުރައްވާ އިލާހެއްކަމުގައި އިބައިލާހުވެގެންވެއެވެ.)",
سنن أبي داود,1522," أَنَّ رَسُولَ اللَّهِ صلى الله عليه وسلم أَخَذَ بِيَدِهِ وَقَالَ ‏""‏ يَا مُعَاذُ وَاللَّهِ إِنِّي لأُحِبُّكَ وَاللَّهِ إِنِّي لأُحِبُّكَ ‏""‏ ‏.‏ فَقَالَ ‏""‏ أُوصِيكَ يَا مُعَاذُ لاَ تَدَعَنَّ فِي دُبُرِ كُلِّ صَلاَةٍ تَقُولُ اللَّهُمَّ أَعِنِّي عَلَى ذِكْرِكَ وَشُكْرِكَ وَحُسْنِ عِبَادَتِكَ ‏""‏ ‏.‏",އޭ ﷲ އެވެ. އިބަ އިލާހު ހަނދުމަކުރުމަށާއި، އިބަ އިލާހަށް ޝުކުރުވެރިވުމަށާއި، ރިވެތި ގޮތުގައި އަޅުކަންކުރުމަށް، އަޅަމެންނަށް ވާގިވެރިވެ ވޮޑިގަންނަވާށިއެވެ.,
سنن أبي داود,1523,أَمَرَنِي رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ أَنْ أَقْرَأَ بِالْمُعَوِّذَاتِ دُبُرَ كُلِّ صَلَاةٍ,ކޮންމެ ނަމާދަކަށް ފަހު އަލްމުޢައްވިޛާތު (ނާސި ސޫރަތް، ފަލަގް ސޫރަތް އަދި އިޚްލާޞް ސޫރަތް) ކިޔުމަށް ﷲ ގެ ރަސޫލާ ތިމަންކަލޭގެފާނަށް އަމުރުކުރެއްވިއެވެ.,
سنن أبي داود,1525,"عَنْ أَسْمَاءَ بِنْتِ عُمَيْسٍ، قَالَتْ قَالَ لِي رَسُولُ اللَّهِ ﷺ "" أَلاَ أُعَلِّمُكِ كَلِمَاتٍ تَقُولِينَهُنَّ عِنْدَ الْكَرْبِ: اللَّهُ اللَّهُ رَبِّي لاَ أُشْرِكُ بِهِ شَيْئًا ""","އަސްމާ ބިން ޢުމައިސްގެ ކިބައިން ރިވާވެގެންވެއެވެ. އެކަމަނާ ވިދާޅުވިއެވެ. ރަސޫލުﷲ ﷺ ތިމަންކަމަނާއަށް ދެންނެވިއެވެ. ""ކަންބޮޑުވާ ވަގުތު(މުޞީބާތުގެ ވަގުތުގައި) ކިޔާނެ ކަލިމަތަކެއް ކަމަނާއަށް ތިމަންކަލޭގެފާނު އުގަންނަވައިދެއްވަން ހެއްޔެވެ؟ (މިފަދައިން ކިޔާށެވެ): اللَّهُ اللَّهُ رَبِّي لاَ أُشْرِكُ بِهِ شَيْئًا : ﷲ، ﷲ އަކީ އަހަރެންގެ ރައްބެވެ. ތިމަންނާ ﷲ އާ އެއްވެސް އެއްޗެއް ޝަރީކުނުކުރާހުށީމެވެ.""",
سنن أبي داود,1537,حَدَّثَنَا مُحَمَّدُ بْنُ الْمُثَنَّى، نَا مُعَاذُ بْنُ هِشَامٍ، حَدَّثَنِي أَبِي، عَنْ قَتَادَةَ، عَنْ أَبِي بُرْدَةَ بْنِ عَبْدِ اللهِ: أَنَّ أَبَاهُ حَدَّثَهُ، أَنَّ النَّبِيَّ ﷺ كَانَ إِذَا خَافَ قَوْمًا قَالَ: اللَّهُمَّ إِنَّا نَجْعَلُكَ فِي نُحُورِهِمْ، وَنَعُوذُ بِكَ مِنْ شُرُورِهِمْ.,ޢަބްދު ﷲ ބިން ގައިސް ރިވާ ކުރެއްވިއެވެ: ބަޔަކު ދެކެ ނަބިއްޔާ ﷺ ބިރުފުޅުގަންނަ ނަމަ، (މިފަދައިން) ޙަދީޘް ކުރައްވައެވެ: ”އޭ ﷲ އެވެ. ހަމަކަށަވަރުން އަޅަމެން (ދިފާއު ކުރުމަށްޓަކައި) އެ މީހުންނާ (އެބަހީ: ދުޝްމަނުންނާ) ދިމާލަށް އިބަ އިލާހު ކުރިމަތި ކުރަމުއެވެ. އަދި އެބައިމީހުންގެ ނުބައި ކަމުން އަޅަމެން ރައްކާތެރި ކޮށްދެއްވުން އެދި އިބަ އިލާހުގެ ހަޒްރަތުގައި ދަންނަވަމެވެ.“,
سنن أبي داود,1537,كان إذا خافَ قَومًا قال: اللَّهمَّ إنَّا نَجعَلُكَ في نُحورِهم، ونَعوذُ بكَ مِن شُرورِهم.,ޢަބްދު ﷲ ބިން ގައިސް ރިވާ ކުރެއްވިއެވެ: ބަޔަކު ދެކެ ނަބިއްޔާ ﷺ ބިރުފުޅުގަންނަ ނަމަ، (މިފަދައިން) ޙަދީޘް ކުރައްވައެވެ: އޭ ﷲ އެވެ. ހަމަކަށަވަރުން އަޅަމެން (ދިފާއު ކުރުމަށްޓަކައި) އެ މީހުންނާ (އެބަހީ: ދުޝްމަނުންނާ) ދިމާލަށް އިބަ އިލާހު ކުރިމަތި ކުރަމުއެވެ. އަދި އެބައިމީހުންގެ ނުބައި ކަމުން އަޅަމެން ރައްކާތެރި ކޮށްދެއްވުން އެދި އިބަ އިލާހުގެ ހަޒްރަތުގައި ދަންނަވަމެވެ.,
سنن أبي داود,1543,"أَنَّ النَّبِيَّ صلى الله عليه وسلم كَانَ يَدْعُو بِهَؤُلاَءِ الْكَلِمَاتِ ‏ ""‏ اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ فِتْنَةِ النَّارِ وَعَذَابِ النَّارِ وَمِنْ شَرِّ الْغِنَى وَالْفَقْرِ ‏""‏ ‏.‏",އޭ ﷲ އެވެ. ނަރަކައިގެ ފިތުނައިންނާއި، ނަރަކައިގެ އަޒާބުންނާއި، މުއްސަނދިކަމާއި ފަގީރުކަމުގެ ނުބައިކަމުން، މި އަޅާ އިބަ އިލާހުގެ ހަޒްރަތުން ރައްކާތެރިކަން އެދެމެވެ.,
سنن أبي داود,1544,"أَنَّ النَّبِيَّ صلى الله عليه وسلم كَانَ يَقُولُ ‏ ""‏ اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْفَقْرِ وَالْقِلَّةِ وَالذِّلَّةِ وَأَعُوذُ بِكَ مِنْ أَنْ أَظْلِمَ أَوْ أُظْلَمَ ‏""‏",އޭ ﷲ އެވެ. ހަމަކަށަވަރުން ފަގީރުކަމާއި، މަދުކަމާއި، ނިކަމެތިކަމުން މި އަޅާ އިބަ އިލާހުގެ ހަޒްރަތުން ރައްކާތެރިކަން އެދެމެވެ. އަދި އަނިޔާވެރިވުމުންނާއި އަނިޔާވެރިކަން ލިބުމުން މި އަޅާ އިބަ އިލާހުގެ ހަޒްރަތުން ރައްކާތެރިކަން އެދެމެވެ.,
سنن أبي داود,1547,"كَانَ رَسُولُ اللَّهِ صلى الله عليه وسلم يَقُولُ ‏ ""‏ اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْجُوعِ فَإِنَّهُ بِئْسَ الضَّجِيعُ وَأَعُوذُ بِكَ مِنَ الْخِيَانَةِ فَإِنَّهَا بِئْسَتِ الْبِطَانَةُ ‏""‏ ‏.‏",އޭ ﷲ އެވެ. ހަމަކަށަވަރުން ބަނޑުހައިހޫނުކަމުން މި އަޅާ އިބަ އިލާހުގެ ހަޒްރަތުން ރައްކާތެރިކަން އެދެމެވެ. އެހެނީ ހަމަކަށަވަރުން އެއީ އެނދުމަތިކުރުވާ (ކަންކަމުގެ ތެރެއިން) ނުބައިވެގެންވާ ކަމެކެވެ. އަދި ޚިޔާނާތްތެރިވުމުން މި އަޅާ އިބަ އިލާހުގެ ހަޒްރަތުން ރައްކާތެރިކަން އެދެމެވެ. އެހެނީ ހަމަކަށަވަރުން އެއީ ވަންހަނާކުރާ (ކަންކަމުގެ ތެރެއިން) ނުބައިވެގެންވާ ކަމެކެވެ.,
سنن أبي داود,1551,"قَالَ - قُلْتُ يَا رَسُولَ اللَّهِ عَلِّمْنِي دُعَاءً قَالَ ‏ ""‏ قُلِ اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ شَرِّ سَمْعِي وَمِنْ شَرِّ بَصَرِي وَمِنْ شَرِّ لِسَانِي وَمِنْ شَرِّ قَلْبِي وَمِنْ شَرِّ مَنِيِّي ‏""‏ ‏.‏",އޭ ﷲ އެވެ. މި އަޅާގެ އިވުމުގެ ނުބައިކަމުންނާއި، ފެނުމުގެ ނުބައިކަމުންނާއި، ދުލުގެ ނުބައިކަމުންނާއި، ހިތުގެ ނުބައިކަމުން، މި އަޅާ އިބަ އިލާހުގެ ހަޒްރަތުން ރައްކާތެރިކަން އެދެމެވެ.,
سنن أبي داود,1551,اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ شَرِّ سَمْعِي، وَمِنْ شَرِّ بَصَرِي، وَمِنْ شَرِّ لِسَانِي، وَمِنْ شَرِّ قَلْبِي، وَمِنْ شَرِّ مَنِيِّي,އޭ الله! އަޑުއެހުމުގެ ނުބައިކަމުންނާއި ބެލުންތެރިކަމުގެ ނުބައިކަމުންނާއި ދުލުގެ ނުބައިކަމުންނާއި ހިތުގެ ނުބައިކަމުންނާއި (އެބަހީ: ހަސަދައާއި ނިފާގް، ދުނިޔޭގެ އެދުންތައް، މިގޮތަށްގޮސް އެންމެހާ ނުބައި ކަންކަމުން)، އަދި މިއަޅާގެ މަނިފޮދުގެ ނުބައިކަމުންނާއި (އެބަހީ: ނުބައި محل އެއްގައި ނުބައި ކަމަކަށް އަރާގަތުމަށް ބޭނުންކުރުމުން) ރައްކާތެރިކޮށްދެއްވުންއެދި އިބަ ﷲގެ ހަޒްރަތުން މިއަޅާ ދަންނަވަމެވެ.,
سنن أبي داود,1552,"أَنَّ رَسُولَ اللَّهِ صلى الله عليه وسلم كَانَ يَدْعُو ‏ ""‏ اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْهَدْمِ وَأَعُوذُ بِكَ مِنَ التَّرَدِّي وَأَعُوذُ بِكَ مِنَ الْغَرَقِ وَالْحَرَقِ وَالْهَرَمِ وَأَعُوذُ بِكَ أَنْ يَتَخَبَّطَنِي الشَّيْطَانُ عِنْدَ الْمَوْتِ وَأَعُوذُ بِكَ أَنْ أَمُوتَ فِي سَبِيلِكَ مُدْبِرًا وَأَعُوذُ بِكَ أَنْ أَمُوتَ لَدِيغًا ‏""‏ ‏.‏",އޭ ﷲ އެވެ. ހަމަކަށަވަރުން މި އަޅާގެ މައްޗަށް ބިނާއެއް ވެއްޓިގެން ދިޔުމުން މި އަޅާ އިބަ އިލާހުގެ ހަޒްރަތުން ރައްކާތެރިކަން އެދެމެވެ. އަދި އުސްތަނަކުން ވެއްޓިގެން ދިޔުމުން އިބަ އިލާހުގެ ހަޒްރަތުން ރައްކާތެރިކަން އެދެމެވެ. އަދި ޣަރަގުވެގެން ދިޔުމާއި، އަނދައިގެން ދިޔުމާއި، މުސްކުޅިވެގެން ދިޔުމުން އިބަ އިލާހުގެ ހަޒްރަތުން ރައްކާތެރިކަން އެދެމެވެ. އަދި މަރުވާ ހިނދު ޝައިތާނާ މި އަޅާގެ މައްޗަށް ވެރިވެގަނެ ފަސާދަކުރުމުން، އިބަ އިލާހުގެ ހަޒްރަތުން ރައްކާތެރިކަން އެދެމެވެ. އަދި އިބަ އިލާހުގެ މަގުގައި ޖިހާދުގައި ފުރަގަސްދީގެން (ހުރެ ފިލަނިކޮށް) މަރުވުމުން، އިބަ އިލާހުގެ ހަޒްރަތުން ރައްކާތެރިކަން އެދެމެވެ. އަދި (އެއްޗެއް ކަށިޖަހައިގެން) ވިހަވެގެން މަރުވުމުން، އިބަ އިލާހުގެ ހަޒްރަތުން ރައްކާތެރިކަން އެދެމެވެ.,
سنن أبي داود,1554,اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْبَرَصِ، وَالْجُنُونِ، وَالْجُذَامِ، وَمِنْ سَيِّئِ الأَسْقَامِ,އޭ الله! ބަރަޞްބަލިންނާއި، ބުއްދިފިލާދިއުމުންނާއި، ޖުޒާމްބަލިންނާއި، އަދި ގެއްލުންދެނިވި އެންމެހާ ބަލިތަކުން ރައްކާތެރިކޮށްދެއްވުންއެދި އިބަ ﷲގެ ހަޒްރަތުން މިއަޅާ ދަންނަވަމެވެ.,
سنن أبي داود,1554,اللَّهمَّ إنِّي أعوذُ بِكَ منَ البرصِ والجنونِ والجذامِ ومن سيِّئِ الأسقامِ,""" ޔާ ﷲ ! ބަރަޞް ބަލިންނާއި، ބުއްދިފިލައި ދިއުމުންނާއި، ޖުޒާމު ބަލިންނާއި، ނުބައިވެގެންވީ ބަލިތަކުން، އިބަރަސްކަލާނގެ ހަޒްރަތުން މިއަޅާ ރައްކާތެރިކަމަށް އެދެމެވެ.",
سنن أبي داود,1573,"""لَيْسَ فِي مَالٍ زَكَاةٌ حَتَّى يَحُولَ عَلَيْهِ الْحَوْلُ""","""މުދަލަށްއަހަރު ފުރިހަމަ ވެއްޖައުމަށްދާންދެން މުދަލުން ޒަކާތް ވާޖިބުވެގެންނުވެއެވެ""",
سنن أبي داود,1632,لَعَنَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ الرَّجُلَ يَلْبَسُ لِبْسَةَ الْمَرْأَةِ وَالْمَرْأَةَ تَلْبَسُ لِبْسَةَ الرَّجُلِ,ފިރިހެނުންގެ ތެރެއިން އަންހެން ހެދުން އަޅާމީހުންނަށާއި އަދި އަންހެނުންގެ ތެރެއިން ފިރިހެން ހެދުން އަޅާމީހުންނަށް ރަސޫލާ ﷺ ލަޢުނަތް ލެއްވި އެވެ.,
سنن أبي داود,1634,لَا تَحِلُّ الصَّدَقَةُ لِغَنِيٍّ، وَلَا لِذِي مِرَّةٍ سَوِيٍّ»,"""މުއްސަންޖަކަށް އަދި މަސައްކަތްކުރެވޭފަދަ ކުޅަދާނަކަމާއި ބާރުހުރިމީހަކަށް ޒަކާތް ހުއްދަ ވެގެންނުވެއެވެ.""",
سنن أبي داود,1672,ومن صنع إليكم معروفًا فكافئوه فإن لم تجدوا ما تكافئونه فادعوا له حتى تروا أنكم قد كافأتموهُ,"""އަދި ތިޔަބައިމީހުންނަށް ހެޔޮކަމެއްކޮށްދީފި މީހަކަށް އޭގެ ބަދަލުދޭށެވެ. ފަހެ އޭގެ ބަދަލުދޭނެ އެއްޗެއް ތިޔަބައިމީހުންނަށް ނުލިބުނުނަމަ ދަންނައެވެ. އޭނާއަށް ބަދަލުދެވުނުކަމަށް ގަބޫލުކުރެވެންދެން އޭނާއަށްޓަކައި ދުއާކޮށްދޭށެވެ.""",
سنن أبي داود,1682,أَيُّمَا مُسْلِمٍ كسا مسلمًا ثوبًا على عُري كساه اللهُ مِنْ خَضِرِ الْجَنَّةِ وأيُّما مسلمٍ أطعمَ مسلمًا على جوعٍ أطعمَه اللهُ من ثِمارِ الجنَّةِ وأيُّما مسلمٍ سقى مسلمًا على ظمَأٍ سقاه اللهُ من الرحيقِ المختومِ,""" ޢަވްރަ ނިވާކުރެވޭނޭފަދައެއްނެތް މުސްލިމާގެ ޢަވްރަނިވާ ކުރުމަށް ހެދުން އަޅުވައިދީފި ކޮންމެ މުސްލިމެއްގެ ގައިގާ ގިޔާމަތްދުވަހުން ސުވަރުގޭގެ ފެހިފޭރާމުން ކީރިތި ﷲ އޭނާގައި ފޭރާންލައްވައި ދެއްވާނެއެވެ. ބަނޑުހައި ހޫނުގައިވާ މުސްލިމަކަށް ކާންދީފި ކޮންމެ މުސްލިމަކަށް ސުވަރުގޭގެ މޭވާއިން ކީރިތި ﷲ އޭނާއަށް ކާންދެއްވާނެތެވެ. ފެންބޮވައިގެންފައިވާ މުސްލިމަކަށް ބޯންދީފި ކޮންމެ މުސްލިމަކަށް الرَّحِيْقُ الْمَخْتُوم އިން ކީރިތިﷲ އޭނާއަށް ބޯންދެއްވާނެއެވެ.""",
سنن أبي داود,1984,لَيْسَ عَلَى النِّسَاءِ حَلْقٌ، وإنما يُقَصِّرْنَ,ބޯބޭލުމަކީ އަންހެންކަނބަލުންގެ މައްޗަށް އޮތްކަަމެއް ނޫނެވެ. އެކަނބަލުންނަށްވަނީ އިސްތަށިކޮށުމެވެ,
سنن أبي داود,2164,عنِ ابنِ عبَّاسٍ قالَ : إنَّ ابنَ عمرَ واللَّهُ يغفرُ لَه أوْهمَ إنَّما كانَ هذا الحيُّ منَ الأنصارِ وَهُم أهلُ وثَنٍ معَ هذا الحيِّ مِن يَهودَ وَهُم أهلُ كتابٍ وَكانوا يرَونَ لَهم فضلًا علَيهِم في العلمِ فَكانوا يقتَدونَ بكثيرٍ مِن فِعلِهم وَكانَ مِن أمرِ أهلِ الكتابِ أن لا يأتوا النِّساءَ إلَّا علَى حَرفٍ وذلِكَ أستَرُ ما تَكونُ المرأةُ فكانَ هذا الحيُّ منَ الأنصارِ قد أخَذوا بذلِكَ مِن فِعلِهم وَكانَ هذا الحيُّ مِن قُرَيشٍ يشرَحونَ النِّساءَ شَرحًا مُنكرًا ويتلذَّذونَ مِنهنَّ مُقبِلاتٍ ومُدبراتٍ ومُستَلقياتٍ فلمَّا قدِمَ المُهاجرونَ المدينةَ تزَوَّجَ رجلٌ مِنهُم امرأةً منَ الأنصارِ فذهبَ يصنعُ بِها ذلِكَ فأنكرَتْهُ علَيهِ وقالت إنَّما كنَّا نُؤتَى علَى حرفٍ فاصنَعْ ذلِكَ وإلَّا فاجتنِبني حتَّى شَرِيَ أمرُهُما فبلغَ ذلِكَ رسولَ اللَّهِ صلَّى اللهُ علَيهِ وسلَّمَ فأنزلَ اللَّهُ عزَّ وجلَّ ( نِسَاؤُكُمْ حَرْثٌ لَكُمْ فَأْتُوا حَرْثَكُمْ أنَّى شِئْتُمْ ) أي مُقبِلاتٍ ومُدبِراتٍ ومُستَلقِياتٍ يعني بذلِكَ مَوضعَ الولَدِ,އެމީހުންނަކީ ބުދަށް އަޅުކަންކުރުމުގެ އަހުލުވެރިންކަމުގައި ވާހާލު އަންޞާރުންގެ މި އަވަށަކީ ފޮތުގެ އަހުލުވެރިންގެ ތެރެއިން ޔަހޫދީންތަކެއްވެސް އުޅުނު އަވަށެއްކަމުގައި ވިއެވެ. ވުމާއެކު ޢިލްމީގޮތުން އެޔަހޫދީންގެ މާތްކަން އެއަވަށުގެ އަންޞާރުންގެ މައްޗަށް އޮތްކަމަށް އެބައިމީހުން ދެކެއެވެ. އެހެންވެ އެޔަހޫދީންގެ ގިނަ އަމަލުތައް ނަކަލުކުރާ ބައެއްކަމުގައި މިބައިމީހުން ވިއެވެ. ފޮތުގެ އަހުލުވެރިންގެ މިފަދަ އަމަލުތަކުގެ ތެރޭގައި އެމީހުންނަކީ އަންހެނުން އުޑުތިލަމަތިން އޮށޯވެއޮވެގެން ނުވަތަ އަރިޔަކަށް ބާއްވައިގެން ނޫންގޮތަކަށް ޖިމާޢުވެ އުޅޭބައެއްނޫނެވެ. އެގޮތަކީ އަންހެނާ މާ ނިވާކަންބޮޑު ގޮތެއްކަމުގައި އެމީހުން ދެކޭތީއެވެ. ދެން މިއަވަށުގެ އަންޞާރުން މިކަންމިގޮތަށް ކުރުމުގެ އާދަ އެޔަހޫދީންގެ އަމަލުތަކަށް ބަލައިގެން ހިފައި އުޅުނެވެ. އެހެންނަމަވެސް ގުރައިޝުވަންހައިގެ އަވަށެއްގައި އުޅުނުބަޔަކު، އެބައިމީހުންގެ އަންހެނުންނާއި ޖިމާޢުވާއިރު އެ އަންހެނުން (އަންޞާރުން ދެކޭގޮތުގައި) ގޯސްގޮތަކަށް (އެއްކޮށް) ކަޝްފުކުރެއެވެ. އެމީހުންނަކީ އަންހެނުންގެ ކުރިމަތިންނާއި ފުރަގަހުން އަދި އުޑުތިލަމަތިން ބާއްވައިގެން އަރާމުހޯދައި އުޅުނު ބައެކެވެ. މުހާޖިރުން މަދީނާއަށް ވަޑައިގަތްހިނދު، އޭގެތެރެއިން ބޭކަލަކު އަންޞާރުންގެ ބޭކަނބަލަކާ ކައިވެނި ކުރެއްވިއެވެ. އަދި އެބޭކަލަކު ކުރިން ދެންނެވި ބާވަތުގެ އަމަލުތައް އަނބިމީހާއާއިއެކު ކުރަންއުޅުމުން އެކަމަށް އިންކާރުކޮށް އެބޭކަލަކަށް ނަންގަތެވެ. ތިމަންމެން ޖިމާޢުވެއުޅޭ ގޮތްކަމުގައި ވާކަން ކަށަވަރީ އަރިއަށް އޮވެގެންކަން ކަށަވަރެވެ. ވުމާއެކު ކަލޭގެފާނުވެސް އެގޮތަށް ކަންތައް ކުރައްވާށެވެ. ނޫންނަމަ އަޅުގަނޑާއި ދުރުވެލައްވާށެވެ. މިކަން ބޮޑުވެގެން ރަސޫލާ صلى الله عليه و سلم އަރިހަށް މިޚަބަރު ގޮސްފިއެވެ. ދެން ﷲ ސުބުޙާނަހޫ ވަތަޢާލާ މިއާޔަތް ބާވައިލައްވައިފިއެވެ. ” ތިޔަބައިމީހުންގެ އަނބިންނީ، ތިޔަބައިމީހުންނަށްވާ ދަނޑުބިމެކެވެ. ފަހެ ތިޔަބައިމީހުން ބޭނުންފަދައަކުން ތިޔަބައިމީހުންގެ ދަނޑުބިމަށް އަންނާށެވެ! (އެބަހީ: ނަސްލު އުފެދުމުގެ މަގު ޚިޔާރުކުރާށެވެ.) “ (އެބަހީ: ކުރިމަތިންނާއި ފުރަގަހުންނާއި އުޑުތިލަމަތިން ބާއްވައިގެން ޖިމާޢުވެ އުޅެންވީވާހަކައެވެ. އެހެނީ ދަރިން ލިބޭތަނަށް ޖިމާޢުވުމެވެ.)”,
سنن أبي داود,2171,نَّ رجلًا قا:ل يا رسول اللهِ، إن لي جاريةً، وأنا أعزل عنها، وأنا أكره أن تحمِلَ، وأنا أريد ما يريد الرِّجالَ، وإن اليهودَ تُحَدِّثُ أنَّ العَزلَ موءودةُ الصُّغرى، قال: كَذَبَت يهودُ، لو أراد اللهُ أن يخلُقَه ما استطَعْتَ أن تَصرِفَه,ރަސޫލުﷲ -ﷺ- ގެ އަރިހަށް މީހަކު އައިސް ދެންނެވިއެވެ. ހަމަކަށަވަރުން ތިމަންނައަށް އަޅުއަންހެނަކު ލިބިގެންވެއެވެ. އަދި ތިމަން އޭނާއާ އެކީ ޢަޒަލުކުރީމެވެ. އަދި އެކަމުން ތިމަން ބޭނުންވަނީ އެހެން މީހުންވެސް އެދޭކަމެވެ. އަދި ހަމަކަށަވަރުން ޔަހޫދީން ދަޢުވާކުރާކަމުގައި ވެއެވެ. (އެބައިމީހުން ބުނެއެވެ.) ހަމަކަށަވަރުން ޢަޒަލުކުރުމަކީ ދަރިން ދިރިތިއްބާ ވަޅުލުމުގެ ކުޑަވައްތަރެވެ. ފަހެ ރަސޫލުﷲ -ﷺ- ޙަދީޘްކުރެއްވިއެވެ. ޔަހޫދީން ދޮގުހަދައިފިއެވެ. ޔަހޫދީން ދޮގުހަދައިފިއެވެ. ﷲ ތަޢާލާ ދަރިއަކު ޚަލްގުކުރެއްވުމަށް އިރާދަކުރައްވައިފިނަމަ ކަލޭގެފާނަށް އެކަން ހުއްޓުވުމުގެ ކުޅަދާނަކަމެއްނެތެވެ.,
سنن أبي داود,2201,حَدَّثَنَا مُحَمَّدُ بْنُ كَثِيرٍ، أَنَا سُفْيَانُ، حَدَّثَنِي يَحْيَى بْنُ سَعِيدٍ، عَنْ مُحَمَّدِ بْنِ إِبْرَاهِيمَ التَّيْمِيِّ، عَنْ عَلْقَمَةَ بْنِ وَقَّاصٍ اللَّيْثِيِّ قَالَ: سَمِعْتُ عُمَرَ بْنَ الْخَطَّابِ يَقُولُ: قَالَ رَسُولُ اللهِ ﷺ: إِنَّمَا الْأَعْمَالُ بِالنِّيَّةِ، وَإِنَّمَا لِامْرِئٍ مَا نَوَى فَمَنْ كَانَتْ هِجْرَتُهُ إِلَى اللهِ وَرَسُولِهِ فَهِجْرَتُهُ إِلَى اللهِ وَرَسُولِهِ، وَمَنْ كَانَتْ هِجْرَتُهُ لِدُنْيَا يُصِيبُهَا، أَوِ امْرَأَةٍ يَتَزَوَّجُهَا فَهِجْرَتُهُ إِلَى مَا هَاجَرَ إِلَيْهِ.,ޢުމަރު ބިން އަލްޚައްޠާބު ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ނިޔަތުގެ މައްޗަށް މެނުވީ އަމަލުތައް ބިނާ ވެގެނެއް ނުވެއެވެ. އަދި މީހަކަށް ވަނީ، ހަމައެކަނި އެ މީހަކު ނިޔަތް ގަތް ކަމެކެވެ. ވީމާ، މީހަކު ހިޖުރަ ކުރީ ﷲ އާއި އެ އިލާހުގެ ރަސޫލާއަށްޓަކައި ނަމަ، ފަހެ އޭނާގެ ހިޖުރަ ވަނީ ﷲ އާއި އެ އިލާހުގެ ރަސޫލާއަށެވެ. އަދި މީހަކު ހިޖުރަ ކުރީ ދުނިޔެ ހޯދުމަށް ނުވަތަ އަންހެނަކާ އިނުމަށް ކަމުގައި ވަނީ ނަމަ، ފަހެ އެ މީހެއްގެ ހިޖުރަ ވަނީ، އޭނާ އެ ހިޖުރަ ކުރި ކަމަކަށެވެ.“,b1
