ayahW2W,ayahDV
يَا بَنِي إِسْرَائِيلَ = އޭ ބަނީ އިސްރާއީލުއެވެ. قَدْ أَنجَيْنَاكُم = ހަމަކަށަވަރުން ތިމަންރަސްކަލާނގެ ކަލޭމެން ސަލާމަތްކުރެއްވީމެވެ. مِّنْ عَدُوِّكُمْ = ކަލޭމެންގެ عَدُوّ ގެ ކިބައިން. وَوَاعَدْنَاكُمْ = އަދި ތިމަންރަސްކަލާނގެ ކަލޭމެންނަށް وعد ކުރެއްވީމެވެ. جَانِبَ الطُّورِ الْأَيْمَنَ = طور ފަރުބަދައިގެ ކަނައަތްފަރާތްފަޅިއަށް. وَنَزَّلْنَا عَلَيْكُمُ = އަދި ތިމަންރަސްކަލާނގެ ކަލޭމެންގެމައްޗަށް ބާވައިލެއްވީމެވެ. الْمَنَّ وَالسَّلْوَىٰ = مَنّ އާއި سَلْوَى.,(80) އޭ بني إسرائيل ންނޭވެ! ހަމަކަށަވަރުން ކަލޭމެންގެ عدوّ ގެ ކިބައިން ތިމަންރަސްކަލާނގެ ކަލޭމެން ސަލާމަތް ކުރެއްވީމެވެ. އަދި طور ފަރުބަދައިގެ ކަނާތްފަރާތު ކައިރިޔަށް ކަލޭމެން ދިއުމަށް ތިމަންރަސްކަލާނގެ ކަލޭމެންނަށް وعد ކުރީމެވެ. (އެއީ موسى عليه السّلام އަށް وحي ބާވައިލައްވާއިރު އެމީހުންވެސް ﷲ ގެ ބަސްފުޅު އެހުމަށެވެ. އެއީ އެމީހުންނަށް އެކަލާނގެ ދެއްވި ބޮޑު نعمة އެކެވެ.) އަދި އެކަލާނގެ وحي ކުރެއްވިއެވެ. ތިމަންރަސްކަލާނގެ ކަލޭމެންގެ މައްޗަށް (ކާނާއެއްގެގޮތުން) مَنُّ އާއި سَلْوَى ބާވައިލެއްވީމެވެ. (މިދެބަހުގެމާނަ އިސްވެ ހިގައްޖެއެވެ.)
كُلُوا = ކަލޭމެންކާށެވެ! (އެންގެވީމެވެ.) مِن طَيِّبَاتِ مَا رَزَقْنَاكُمْ = ތިމަންރަސްކަލާނގެ ކަލޭމެންނަށް ދެއްވި ރަނގަޅު ރިޒުގުން (حلال ތަކެތީން). وَلَا تَطْغَوْا فِيهِ = އަދި އޭގައި ކަލޭމެން ހައްދުފަހަނަޅައި ނުދާށެވެ! (އަނިޔާވެރިނުވާށެވެ.) فَيَحِلَّ عَلَيْكُمْ = ފަހެ އޭރުން ކަލޭމެންގެ މައްޗަށް ވާޖިބުވެދާނެއެވެ. (ކަލޭމެންގެ މައްޗަށް އަތުވެދާނެއެވެ. / ކަލޭމެނަށް ޖެހިދާނެއެވެ.) غَضَبِي = ތިމަންރަސްކަލާނގެ ކޯފާ. وَمَن يَحْلِلْ عَلَيْهِ = އަދި އެމީހެއްގެ މައްޗަށް واجب ވެއްޖެމީހާ. غَضَبِي = ތިމަންރަސްކަލާނގެ ކޯފާ. فَقَدْ هَوَىٰ = ފަހެ ހަމަކަށަވަރުން އެމީހާ ހަލާކުވެއްޖެއެވެ. (ނަރަކައިގެ އަޑިޔަށް ވެއްޓިއްޖެއެވެ.),(81) (އަދި ތިމަންރަސްކަލާނގެ އެންގެވީމެވެ.) ތިމަންރަސްކަލާނގެ ކަލޭމެންނަށް ދެއްވި ރަނގަޅު حلال ރިޒުގުން ކަލޭމެން ކައިހަދާށެވެ. އަދި އެރިޒުގު ކެއުމުގައި ކަލޭމެން ހައްދުފަހަނަޅައި ނުދާށެވެ. އެހެން ހަދައިފިނަމަ - އެބަހީ: ހައްދުފަހަނަޅައި ހިނގައްޖެނަމަ - ކަލޭމެންގެމައްޗަށް ތިމަންރަސްކަލާނގެ ކޯފާ حقّ ވެ واجب ވެދާނެއެވެ. އަދި އެމީހެއްގެ މައްޗަށް ތިމަންރަސްކަލާނގެ ކޯފާ حقّ ވެއްޖެމީހާ ހަމަކަށަވަރުން އެމީހާ ހަލާކުވެއްޖެއެވެ. ނަރަކައިގެ އަޑިޔަށް ވެއްޓިއްޖެއެވެ.
وَإِنِّي لَغَفَّارٌ = އަދި ހަމަކަށަވަރުން ތިމަންރަސްކަލާނގެއީ ކަނޑައެޅިގެން ގިނަގިނައިން ފާފަފުއްސަވާ ކަލާނގެއެވެ. لِّمَن تَابَ = توبة ވެއްޖެމީހަކަށް. وَآمَنَ وَعَمِلَ صَالِحًا = އަދި އެމީހާ އީމާންވެ އަދި صالح عمل ކުރި. ثُمَّ اهْتَدَىٰ = ދެން އެމީހާ ތެދުމަގުގައި ހުރި. (ސީދާވެހުރި / عمل ސީދާކުރި).,(82) އަދި ހަމަކަށަވަރުން ތިމަންރަސްކަލާނގެއީ، توبة ވެ އަދި إيمان ވެ صالح عمل ކޮށް ދެން އެސީދާ މަގުގައި ތެދުމަގާއި قائم ވެ ހުރި ކޮންމެމީހަކަށް ގިނަގިނައިން ފާފަފުއްސަވާ ރަސްކަލާނގެއެވެ.
وَمَا أَعْجَلَكَ = އަދި ކަލޭގެފާނު އަވަސްކުރުވީ ކޮންކަމެއްތޯއެވެ؟ عَن قَوْمِكَ = ކަލޭގެފާނުންގެ قوم ގެ މީހުން ފިޔަވައި. يَا مُوسَىٰ = އޭ موسى އެވެ!,(83) އޭ موسى - عليه السّلام - އެވެ. ކަލޭގެފާނުންގެ قوم ގެމީހުންނަށްވުރެ ކުރިން ކަލޭގެފާނު ގިނިކަންޏާ އަވަހަށް مِيْعَاد އަށް ވަޑައިގެންނެވީ ކީއްވެގެންތޯއެވެ؟
قَالَ = އެކަލޭގެފާނު ދެންނެވިއެވެ. هُمْ أُولَاءِ عَلَىٰ أَثَرِي = އެމީހުން އެވަނީ މިއަޅާގެ ފަހަތުގައެވެ. (ފަހަތުން އަންނަނީއެވެ.) وَعَجِلْتُ إِلَيْكَ رَبِّ = އޭއަޅުގެ ربّ އެވެ. މިއަޅާ އިބަރަސްކަލާނގެ حضرة އަށް އައުމަށް އަވަސްވީ. لِتَرْضَىٰ = އިބަރަސްކަލާނގެ ރުހިވޮޑިގަތުން ލިބުމަށެވެ.,(84) އެކަލޭގެފާނު ދެންނެވިއެވެ. އެމީހުން މިއަޅާގެފަހަތުން އެއަންނަނީއެވެ. އެމީހުން އެވަނީ މިއަޅާއާއި تبع ވެ މިއަޅާގެ އަސަރުގެ މަތީގައެވެ. އަދި އޭއަޅުގެ ربّ އެވެ. އިބަރަސްކަލާނގެ حضرة އަށް މިއަޅާ އަވަސްވީ އިބަރަސްކަލާނގެ ރުއްސެވުމަށެވެ. ރުއްސެވުން ލިބިގަތުމަށެވެ.
قَالَ = އެކަލާނގެ وحي ކުރެއްވިއެވެ. فَإِنَّا قَدْ فَتَنَّا = ފަހެ ހަމަކަށަވަރުން ތިމަންރަސްކަލާނގެ إمتحان ކޮށްފީމެވެ. قَوْمَكَ = ކަލޭގެފާނުންގެ قوم ގެމީހުން. مِن بَعْدِكَ = ކަލޭގެފާނަށްފަހު (ކަލޭގެފާނު ވަޑައިގެންނެވުމަށްފަހު). وَأَضَلَّهُمُ السَّامِرِيُّ = އަދި سَامِرِى އެމީހުން މަގުފުރައްދައިފިއެވެ.,(85) އެކަލާނގެ وحي ކުރެއްވިއެވެ. (އޭ موسى އެވެ.) ކަލޭގެފާނު ނުކުމެވަޑައިގެންނެވުމަށްފަހު ތިމަންރަސްކަލާނގެ ކަލޭގެފާނުންގެ قوم ގެމީހުން إمتحان ކޮށްފީމެވެ. އަދި سَامِرِى އެމީހުން މަގުފުރައްދައިފިއެވެ.
فَرَجَعَ مُوسَىٰ = ދެންފަހެ موسى - عليه السّلام - އެނބުރިވަޑައިގެންފިއެވެ. إِلَىٰ قَوْمِهِ = އެކަލޭގެފާނުންގެ قوم އަށް. غَضْبَانَ أَسِفًا = ގަދައަށް ކޯފާވެ އަދި ހިތާމަފުޅުކުރައްވާ حال. قَالَ يَا قَوْمِ = އެކަލޭގެފާނު ވިދާޅުވިއެވެ. އޭ އަހުރެންގެ قوم ގެމީހުންނޭވެ! أَلَمْ يَعِدْكُمْ رَبُّكُمْ = ކަލޭމެންގެ ربّ ކަލޭމެންނަށް وعد ނުކުރައްވާހެއްޔެވެ؟ وَعْدًا حَسَنًا = ރަނގަޅުވެގެންވާ وعد އަކުން. أَفَطَالَ عَلَيْكُمُ = އަޅެފަހެ ނުވަތަ ކަލޭމެންގެމައްޗަށް ދިގުވީހެއްޔެވެ؟ الْعَهْدُ = ޒަމާން / މުއްދަތު. أَمْ أَرَدتُّمْ = ނުވަތަ ކަލޭމެން އެދުނީހެއްޔެވެ؟ أَن يَحِلَّ عَلَيْكُمْ = ކަލޭމެންގެމައްޗަށް ޖެހުމަށް / އައުމަށް. غَضَبٌ = ކޯފާއެއް. مِّن رَّبِّكُمْ = ކަލޭމެންގެ ربّ ގެ حضرة ން. فَأَخْلَفْتُم = އަދި ކަލޭމެން خلاف ވެ. مَّوْعِدِي = ތިމަންކަލޭގެފާނުންގެ وعد އާއި.,(86) ފަހެ موسى عليه السّلام އެކަލޭގެފާނުގެ قوم އަށް ގަދައަށް ކޯފާވެވަޑައިގެން ހިތާމަފުޅުކުރައްވާ حال ކޮޅު އެނބުރި رجوع ވެވަޑައިގެންފިއެވެ. އެކަލޭގެފާނުން ވިދާޅުވިއެވެ. އޭ އަހުރެންގެ قوم އެވެ. ކަލޭމެންގެ ربّ ކަލޭމެންނަށް ރަނގަޅު وعد ފުޅު ނުކުރައްވައިހެއްޔެވެ؟ ނުވަތަ ކަލޭމެންނަށް އެކަލާނގެ ކުރެއްވި عهد އާއި وعد ގެ މުއްދަތު ދިގުވީހެއްޔެވެ؟ ނުވަތަ ކަލޭމެންގެ ربّ ގެ ކޯފާ ކަލޭމެންގެމައްޗަށް އައުމަށް ކަލޭމެން އެދެނީހެއްޔެވެ؟ ތިމަންކަލޭގެފާނުންގެ وعد އާއި عهد އާއި ކަލޭމެން خلاص ވީ އެހެންވެގެންހެއްޔެވެ؟ (އެމީހުން عهد ވެފައިވަނީ موسى عليه السّلام އަށް ކިޔަމަންތެރިވުމަށެވެ.)
قَالُوا = އެމީހުން ދެންނެވިއެވެ. مَا أَخْلَفْنَا مَوْعِدَكَ = އަޅުގަނޑުމެން ކަލޭގެފާނުން وعد އާއި خلاف ނުވަމެވެ. بِمَلْكِنَا = އަޅުގަނޑުމެންގެ إختيار ގައި. وَلَـٰكِنَّا حُمِّلْنَا أَوْزَارًا = އަދި ކިއެއްތޯއެވެ؟ އަޅުގަނޑުމެންނަށް ބަރުތަކެއްއުފުލެވުނީއެވެ. مِّن زِينَةِ الْقَوْمِ = ރަށުގެމީހުންގެ ޒީނަތުގެ ތެރެއިން (ރަށުގެމީހުންގެ ގަހަނާގެތެރެއިން). فَقَذَفْنَاهَا = ފަހެ އަޅުގަނޑުމެން އެތަކެތި (އަލިފާނަށް) އެޅީއެވެ. (ނުވަތަ ވަޅަކަށް އެޅީއެވެ.) فَكَذَٰلِكَ = ފަހެ އެފަދައިންނެވެ. أَلْقَى السَّامِرِيُّ = سَامِرِى ވެސް (އެތަކެތި އަލިފާނަށް) އެޅީއެވެ. (ނުވަތަ ވަޅަށް އެޅީއެވެ.),(87) އެމީހުން ދެންނެވިއެވެ. އަޅުގަނޑުމެން ހަމަ قصد ގައި ކަލޭގެފާނުންގެ عهد އާއި خلاف ވީއެއްނޫނެވެ. އަދި ކިއެއްތޯއެވެ. ރަށުގެމީހުންގެ ޒީނަތުގެ ތެރެއިން - އެބަހީ: ގަހަނާގެތެރެއިން - ބޮޑުބަރެއް ބައިވަރުތަކެއް - އަހުރެމެން އުފުލީއެވެ. ދެން އެތަކެތި އަހުރެމެން (އަލިފާނަށް) ނުވަތަ ވަޅަކަށް އެޅީއެވެ. سَامِرِى ވެސް ހަމައެފަދައިން އެތަކެތި އަލިފާނަށް އެޅީއެވެ.
فَأَخْرَجَ لَهُمْ = ފަހެ އޭނާ އެމީހުންނަށް ނެރެދީފިއެވެ. عِجْلًا جَسَدًا = ޅަގެރިއެއްގެ ހަށިގަނޑު (އެފަދަ مثال ގައި). لَّهُ خُوَارٌ = އެއަށް (ގެރީގެ) އަޑުވާ. فَقَالُوا = އަދި އެމީހުން ބުންޏެވެ. (އެއީ سَامِرِى އާއި އޭނާގެ تبع ވެރިންނެވެ.) هَـٰذَا إِلَـٰهُكُمْ = މިއީ ކަލޭމެންގެ إله އެވެ. وَإِله مُوسَىٰ = އަދި موسى - عليه السّلام - ގެ إله އެވެ. فَنَسِيَ = ފަހެ އެކަލޭގެފާނު ހަނދުމަފުޅު ނެތުނީއެވެ.,(88) އަދި އޭނާ ޅަގެރިއެއްގެ ހަށިގަނޑުގޮތަށް މީސްތަކުންގެކުރިމައްޗަށް އެއްޗެއް ނެރުނީއެވެ. އޭގައި ލޯވަޅެއްވެސް ހުއްޓެވެ. އަދި ގެރިގޮވާގޮތަށް އެއިން އަޑުއިވެއެވެ. އަދި އެމީހުން - އެބަހީ: سَامِرِى އާއި އޭނާއަށް تبع ވީމީހުން ބުނީ - މިއީ ކަލޭމެންގެ إله އެވެ. އަދި موسى عليه السّلام ގެވެސް إله އެވެ. ފަހެ އެކަލޭގެފާނު مِيْقات އަށް ވަޑައިގެންނެވިއިރު ގެންދަވަން ހަނދުމަފުޅުނެތުނީއެވެ.
أَفَلَا يَرَوْنَ = އެމީހުން ފަހެ ނުދެކެނީބާވައެވެ؟ / ނޭނގެނީބާވައެވެ. أَلَّا يَرْجِعُ إِلَيْهِمْ = އޭތި އެމީހުންނަށް ރައްދުނުކުރާކަން. قَوْلًا = އެއްވެސްބަހެއް. وَلَا يَمْلِكُ لَهُمْ = އަދި އެމީހުންނަށްޓަކައި އެއަށް މިލްކުވެގެން ނުވާކަމާއި. ضَرًّا وَلَا نَفْعًا = ގެއްލުމެއްވިޔަސް އަދި މަންފާއެއްވިޔަސް.,(89) އެމީހުން ފަހެ އެމީހުންގެ ވާހަކަތަކަށް އެއްވެސް ރައްދު ޖަވާބެއް އޭތި ނުދޭކަން ނުވަތަ އެއްވެސް ގެއްލުމެއް އެމީހުންނަށް ދިނުމަށް ނުވަތަ އެމީހުންނަށް منفع އެއް ދިނުމަށްވިޔަސް އެއެއްޗަށް މިލްކުވެގެން ނުވާކަން އެމީހުންނަށް ނުފެނޭބާވައެވެ. އެމީހުންނަކަށް ނޭނގޭބާވައެވެ؟
وَلَقَدْ قَالَ لَهُمْ هَارُونُ = އަދި ހަމަކަށަވަރުން އެމީހުންނަށް هارون عليه السّلام ވިދާޅުވިއެވެ. مِن قَبْلُ = އޭގެކުރިން. يَا قَوْمِ = އޭ އަހުރެންގެ قوم ގެމީހުންނޭވެ. إِنَّمَا فُتِنتُم بِهِ = އޭގެސަބަބުން - އެބަހީ: ޅަގެރީގެ ސަބަބުން - ކަލޭމެން فتنة ވެރި ކުރުވައިފިކަން ކަށަވަރެވެ. وَإِنَّ رَبَّكُمُ الرَّحْمَـٰنُ = އަދި ހަމަކަށަވަރުން ކަލޭމެންގެ ربُّ އަކީ رحمن ވަންތަ ކަލާނގެއެވެ. فَاتَّبِعُونِي = ފަހެ ކަލޭމެން ތިމަންކަލޭގެފާނާއި تبع ވާށެވެ. وَأَطِيعُوا أَمْرِي = އަދި ތިމަންކަލޭފާނުންގެ އަމުރަށް ކިޔަމަންތެރިވާށެވެ.,(90) އަދި ހަމަކަށަވަރުން އޭގެކުރިން އެބަހީ: موسى عليه السّلام ވަޑައިގެންނެވުމުގެ ކުރިން - هارون عليه السّلام އެމީހުންނަށް ވިދާޅުވިއެވެ. އޭ އަހުރެންގެ قوم ގެމީހުންނޭވެ. ހަމަކަށަވަރުން އެޅަގެރީގެ ސަބަބުން - އެއަށް އަޅުކަންކުރުމުގެ ސަބަބުން ކަލޭމެންނަށް إمتحان ޖެހުނީއެވެ. އެބަހީ: ﷲ ކަލޭމެން إمتحان ކުރެއްވީއެވެ. އަދި ހަމަކަށަވަރުން ކަލޭމެންގެ ربّ އަކީ رحمن ވަންތަ ﷲ އެވެ. އަދި ކަލޭމެން ތިމަންކަލޭގެފާނާއި تبع ވާށެވެ. އަދި ތިމަންކަލޭގެފާނުންގެ أمر އަށް ކަލޭމެން ކިޔަމަންތެރިވާށެވެ.
قَالُوا = އެމީހުން ދެންނެވިއެވެ. لَن نَّبْرَحَ عَلَيْهِ عَاكِفِينَ = އަހުރެމެން އެއަށް އަޅުކަންކުރުމުން ފިލާނުދާހުށީމެވެ. حَتَّىٰ يَرْجِعَ إِلَيْنَا = އަހުރެމެންގެ ގާތަށް رجوع ވެވަޑައިގެންފުމަށްދާންދެން. مُوسَىٰ = موسى عليه السّلام.,(91) އެމީހުން އެކަލޭގެފާނަށް ދެންނެވިއެވެ. އަހުރެމެންގެ ގާތަށް موسى عليه السّلام ވަޑައިގަންނަވަންދެން އަހުރެމެން އެއަށް يعني: އެގެރިއަށް އަޅުކަންކުރުމުން ފިލާނުދާހުށީމެވެ. އެބަހީ: އެގެރިއަށް އަޅުކަންކުރާހުށީމެވެ. (ދެންފަހެ هارون عليه السّلام އެމީހުންގެ ކަންތަކާއި އަޅުއްވައި ނުލެއްވިކަމަށް ހީފުޅު ކުރައްވައި...)
قَالَ يَا هَارُونُ = އެކަލޭގެފާނު ވިދާޅުވިއެވެ. - އެބަހީ: موسى عليه السّلام ވިދާޅުވިއެވެ. އޭ هارون އެވެ. مَا مَنَعَكَ = ކަލޭގެފާނު مَنَعَ ނުކުރެއްވީ ކޮންކަމެއްހެއްޔެވެ؟ إِذْ رَأَيْتَهُمْ ضَلُّوا = އެމީހުން މަގުފުރެދޭ ތަން ފެނިވަޑައިގެންނެވިހިނދުން.,(92) موسى عليه السّلام ވިދާޅުވިއެވެ. އޭ هارون عليه السّلام އެވެ. އެމީހުން މަގުފުރެދޭތަން ފެނިވަޑައިގަތުމުން އެކަމުން އެމީހުން މަނާނުކުރެއްވީ ކީއްވެގެންތޯއެވެ؟
أَلَّا تَتَّبِعَنِ = ކަލޭގެފާނު ތިމަންކަލޭގެފާނާ تبع ވެވަޑައިނުގަންނަވަނީތޯއެވެ؟ أَفَعَصَيْتَ أَمْرِي = ނުވަތަ ކަލޭގެފާނު ތިމަންކަލޭގެފާނުންގެ އަމުރުފުޅަށް އުރެދިވަޑައިގެންނެވީތޯއެވެ؟,(93) ކަލޭގެފާނު ތިމަންކަލޭގެފާނަށް تبع ވެވަޑައިނުގަންނަވަނީތޯއެވެ؟ ނުވަތަ ތިމަންކަލޭގެފާނުންގެ أمر ފުޅަށް ކަލޭގެފާނު އުރެދިވަޑައިގެންނެވީތޯއެވެ؟
قَالَ = އެކަލޭގެފާނު يعني: هارون - عليه السّلام - ވިދާޅުވިއެވެ. يَا ابْنَ أُمَّ = އޭ މަންމަގެ ދަރިކަލުންނޭވެ. لَا تَأْخُذْ بِلِحْيَتِي = އަހުރެންގެ ތުނބުޅީގައި ނުހިއްޕަވާށެވެ. وَلَا بِرَأْسِي = އަދި އަހުރެންގެ ބޮލުގައިވިޔަސް ނުހިއްޕަވާށެވެ. إِنِّي خَشِيتُ = ހަމަކަށަވަރުން އަހުރެން ބިރުގަތީއެވެ. أَن تَقُولَ = ކަލޭގެފާނު ވިދާޅުވެދާނެކަމަށް. فَرَّقْتَ = ކަލޭގެފާނު ބައިބައިކޮށްލީއެވެ. بَيْنَ بَنِي إِسْرَائِيلَ = بني إسرائيل ންގެ މެދުގައި. وَلَمْ تَرْقُبْ = އަދި ކަލޭގެފާނު ރައްކާތެރި ނުވިއެވެ. قَوْلِي = އަހުރެންގެބަހަށް.,(94) އެކަލޭގެފާނު يعني: هارون - عليه السّلام - ވިދާޅުވިއެވެ. އޭ އަހުރެންގެ މަންމަގެ ދަރިކަލުންނޭވެ. އަހުރެންގެ ތުނބުޅީގައި ނުހިއްޕަވާށެވެ! އަދި އަހުރެންގެ ބޮލުގައިވެސް ނުހިއްޕަވާށެވެ. ހަމަކަށަވަރުން بني إسرائيل ން ވަކިވަކިކޮށް އަދި އަހުރެންގެ ބަހަށް ރައްކާތެރިނުވިއޭ އަހުރެންނާ ދިމާލަށް ކަލޭގެފާނު ވިދާޅުވެދާނެކަމަށް އަހުރެން ބިރުގަތީއެވެ. (އެހެންނޫނަމަ އަހުރެންވެސް އެމީހުންނާ ވަކިވެ ދުރުވީހެވެ.)
قَالَ = އެކަލޭގެފާނު يعني: موسى عليه السّلام ވިދާޅުވިއެވެ. فَمَا خَطْبُكَ = ކަލޭގެ مقصد އަކީ ކޮބައިހެއްޔެވެ؟ يَا سَامِرِيُّ = އޭ ސާމިރީއެވެ.,(95) އެކަލޭގެފާނު يعني: موسى عليه السّلام ވިދާޅުވިއެވެ. އޭ سَامِرِى އެވެ. ކަލޭ އެކަން ކުރީ ކޮން مقصد އެއްގައިހެއްޔެވެ؟ (ކީކޭ ހީކޮށްގެންހެއްޔެވެ؟)
قَالَ = އޭނާ - އެބަހީ: سَامِرِى - ދެންނެވިއެވެ. بَصُرْتُ = އަހުރެން ދުށީމެވެ. / އަހުރެންނަށް އެނގުނީއެވެ. بِمَا لَمْ يَبْصُرُوا بِهِ = އެމީހުން ނުދެކޭ އަދި އެމީހުންނަށް ނޭނގޭތަކެތި. فَقَبَضْتُ قَبْضَةً = ފަހެ އަހުރެން ކަނޑައެޅިގެން މުށްވަރެއް ނެގީއެވެ. مِّنْ أَثَرِ الرَّسُولِ = رسول ގެ އަސަރުން (އެބަހީ: جبريل عليه السّلام އަރާވަޑައިގެން އިންނެވި އަހުގެ މޮއްގަނޑު އަޅާތަނުން). فَنَبَذْتُهَا = ދެން އަހުރެން އެމުށްވަރު އުކައިލީއެވެ. (އެގެރީގެ މައްޗަށް އުކައިލީއެވެ.) وَكَذَٰلِكَ = އެފަދައިން. سَوَّلَتْ لِي = އަހުރެންނަށް ޒީނަތްތެރިކޮށް ދިނީއެވެ. نَفْسِي = އަހުރެންގެ نفس.,(96) އޭނާ يعني: سَامِرِى ދެންނެވިއެވެ. އެމީހުން ނުދެކޭ އެއްޗެއް އަހުރެން ދުށީއެވެ. (އެއީ جبريل عليه السّلام އަރާވަޑައިގެން އިންނެވި އަހުގެ މޮއްގަނޑު އަޅާތާގައިވާ ތަކެތީގައި ދިރުމެއްވާތަނެވެ.) ދެން رسول ގެ އަސަރުން - އެބަހީ: جبريل عليه السّلام އަރާވަޑައިގެން އިންނެވި އަހުގެ މޮއްގަނޑު ދަށުން އަހުރެން މުއްވަރެއް ނެގީމެވެ. ދެން އެމުއްވަރު އެގެރީގެމައްޗަށް އަހުރެން އުކައިލީމެވެ. އަހުރެންގެ نفس އަހުރެންގެ މައްޗަށް އެކަން ޒީނަތްތެރިކޮށްދިނީ އެފަދައިންނެވެ. (ދެން އެގެރި ދިރުނީއެވެ.)
قَالَ = އެކަލޭގެފާނު ވިދާޅުވިއެވެ. (އެބަހީ: موسى عليه السّلام) ވިދާޅުވިއެވެ. فَاذْهَبْ = (އޭ سَامِرِى އެވެ.) ކަލޭ ދާށެވެ. فَإِنَّ لَكَ فِي الْحَيَاةِ = ހަމަކަށަވަރުން (ދުނިޔޭގެ) حياة ގައި ކަލެއަށްވަނީ. أَن تَقُولَ = ކަލޭ ބުނުމެވެ. لَا مِسَاسَ = ނުބީހޭށެވެ. (ބީހުމެއްނުވެއެވެ. އެބަހީ: އޭނާ މީހަކާ ބީހުމެއް އަދި އެހެންމީހުން އޭނާ ގައިގައި ބީހުމެއް ނުވެއެވެ.) މިހެން ބުނުމެވެ. وَإِنَّ لَكَ مَوْعِدًا = އަދި ހަމަކަށަވަރުން ކަނޑައެޅިގެންވާ ވަކިވަގުތެއް ކަލެއަށް ވެއެވެ. لَّن تُخْلَفَهُ = އެވަގުތުން ކަލޭ އިސްފަސް ނުވެވޭނެއެވެ. وَانظُرْ إِلَىٰ إِلَـٰهِكَ = އަދި ކަލޭގެ إله އަށް ބަލާށެވެ. الَّذِي ظَلْتَ عَلَيْهِ عَاكِفًا = ކަލޭ އެއަށް އަޅުކަންކުރުންމަތީ قائم ވެހުރި. لَّنُحَرِّقَنَّهُ = ހަމަކަށަވަރުން ތިމަންކަލޭގެފާނު އޭތި އަންދާލާހުށީމެވެ. ثُمَّ لَنَنسِفَنَّهُ = ދެން ހަމަކަށަވަރުން ތިމަންކަލޭގެފާނު އޭތި ބުރުއްސާލާހުށީމެވެ. (ގިރުވާލާހުށީމެވެ.) فِي الْيَمِّ = ކަނޑަށް. نَسْفًا = ރަނގަޅަށް ބުރުއްސާލުމަކުން.,"(97) އެކަލޭގެފާނު (يعني: موسى عليه السّلام) ވިދާޅުވިއެވެ. އޭ ސާމިރީއެވެ. ކަލޭދާށެވެ. ހަމަކަށަވަރުން ދުނިޔޭގެ حياة ގައި ކަލެއަށް އޮތީ ""لاَ مِسَاس"" މިހެން ބުނުމެވެ. ބީހުމެއް ނުވެއެވެ. (އެބަހީ: ކަލޭ މީހަކުގައިގައި ނުބީހޭށެވެ. އަދި އެހެންމީހުންވެސް ކަލޭގެ ގައިގާ ބީހުމެއްނުވެއެވެ.) އަދި ހަމަކަށަވަރުން ކަނޑައެޅިގެންވާ ވަކިވަގުތެއް ކަލެއަށް ވެއެވެ. އެކަލާނގެ އެވަގުތުން ކަލޭ ފަސްނުކުރައްވާ ހުއްޓެވެ. އެއީ ކަލެއަށް عذاب ދެއްވުމުގެ ވަގުތެވެ. އެއީ قيامة ދުވަހެވެ. އަދި ކަލޭ އެއަށް އަޅުކަންކުރުންމަތީ قائم ވެގެންހުރި إله އަށް (އެގެރިއަށް) ކަލޭ ނިކަން ބަލައިބަލާށެވެ. ހަމަކަށަވަރުން ތިމަންކަލޭގެފާނު އޭތި އަންދާލާހުށީމެވެ. ދެން ހަމަކަށަވަރުން ދެން ކަނޑަށް ގިރުވައިލާހުށީމެވެ."
إِنَّمَا إِلَـٰهُكُمُ اللَّهُ = ކަލޭމެންގެ إله ވާކަންކަށަވަރީ ހަމަ ﷲ ކަމުގައެވެ. الَّذِي = އެކަލާނގެއީ. لَا إِلَـٰهَ إِلَّا هُوَ = އެކަލާނގެމެނުވީ އެހެން إله އަކުނުވާ إله އެވެ. وَسِعَ كُلَّ شَيْءٍ عِلْمًا = އަދި އެކަލާނގެ ދެނެވޮޑިގަތުން ކޮންމެ އެއްޗަކަށް ތަނަވަސްވެގެންވެއެވެ.,(98) އަދި ހަމަކަށަވަރުން ތިޔަބައިމީހުންގެ إله އަކީ ﷲ އެވެ. އެކަލާނގެ މެނުވީحقّ އެހެން އެއްވެސް إله އަކު ނުވެއެވެ. އަދި އެކަލާނގެ ދެނެވޮޑިގަތުން ކޮންމެ އެއްޗެއްގެމައްޗަށް ތަނަވަސްވެގެންވެއެވެ.
