bodyAR,bodyDV
إذ لا يَجوزُ تأخيرُ البَيَانِ عن وَقتِه، وأزواجُه وغيرُهنَّ منَ النساءِ يَحتَجْنَ إلى بيانِ ذلكَ في كلِّ وقتٍ، فلَمْ يكُنْ لِيُغْفِلَ بيانَه،,އެހެނީ ބަޔާންކުރަން ޖެހޭ ވަޤުތަށްވުރެ އެކަން ލަސްކުރުމަކީ، ހުއްދަވެގެންވާ ކަމަކަށް ނުވެއެވެ. އަދި އެކަލޭގެފާނުގެ އަނބިއަނބިކަނބަލުންނާއި، އެނޫން އަންހެނުންވެސް ކޮންމެ ވަޤުތެއްގައި އެކަމުގެ ބަޔާނަށް ބޭނުން ޖެހިގެންވެއެވެ. ފަހެ އެހެންކަމުން އެކަން ބަޔާންކުރެއްވުމުން އެކަލޭގެފާނު ޣާފިލުވެ ނުވީހެވެ.
وما جاءَ عنه صلَّى الله عليه وسلَّم ذِكرُ العَادةِ ولا بيانُها إلَّا في حقِّ المُسْتَحاضَةِ لا غيرَ[16]. اﻫ.,އަދި އިސްތިޙާޟާވާ އަންހެނާގެ ޙައްޤުގައި މެނުވީ، ޙައިޟުގެ ޢާދައެއްވެސް އަދި އެކަމުގެ ބަޔާނެއްވެސް އެކަލޭގެފާނު ﷺ ގެ އަރިހުން އައިސްފައި ނުވެއެވެ. (އިސްތިޙާޟާ ފިޔަވައި) އެހެން ކަމަކު އެހެން ނާދެއެވެ. [16]. އހ.
[14] الأم (82/1).,[14] އަލް-އުއްމު: (82/1).
[15] مجموع الفتاوى (238/19-239).,[15] މަޖުމޫޢުލް-ފަތާވާ: (238/19-239).
[16] المغني (396/1),[16] އަލް-މުޣުނީ: (396/1)
النوعُ الثالثُ: صُفْرَةٌ أو كُدْرَةٌ، بحيثُ تَرى الدمَ أَصْفَرَ كماءِ الجُروحِ أو مُتَكَدِّرًا بينَ الصُّفرةِ والسَّوادِ، فهذا إن كانَ في أثناءِ الحيضِ أو مُتَّصِلًا به قبلَ الطُّهرِ فهو حيضٌ نُثْبِتُ له أحكامَ الحيضِ، وإِنْ كانَ بعدَ الطُّهرِ فليسَ بحيضٍ؛ لقولِ أُمِّ عطيةَ رضي الله عنها:,ތިންވަނަ ވައްތަރު: ރީނދޫ ކުލައިގެ ނުވަތަ ކިސަޑު ކުލައިގެ އެއްޗެއް ފެނުމެވެ. އެގޮތުން ޒަޚަމްތަކުން އަންނަ ދިޔަފަދައިން، ރީނދޫ ކުލައަކަށް ނުވަތަ ރީނދޫ ކުލައާއި ކަޅުކުލައާ ދެމެދު ކުލައަކަށް ކިލަނބުކޮށް ލޭ ފެނުމެވެ. ފަހެ މިހެން ފެނުނީ ޙައިޟުގެ ތެރޭގައިނަމަ، ނުވަތަ ޙައިޟުގެ ދުވަސްވަރާ ގުޅިގެންވާ ގޮތަށް ޠާހިރުވުމުގެ ކުރިންނަމަ؛ ފަހެ އެއީ ޙައިޟެވެ. އެއަށް އަހަރުމެން ޘާބިތުކުރަނީ ޙައިޟުގެ ޙުކުމްތަކެވެ. އެހެން ފެނުނީ ޠާހިރުވުމުގެ ފަހުންކަމުގައިވާނަމަ، ފަހެ އެއީ ޙައިޟެއް ނޫނެވެ. އެއީ އުއްމު ޢަޠިއްޔާ رضي الله عنها ގެ ބަސްފުޅަށްޓަކައެވެ:
"""كُنَّا لَا نَعُدُّ الصُّفْرَةَ وَالْكُدْرَةَ بَعْدَ الطُّهْرِ شَيْئًا"".","""ޠާހިރުވުމަށްފަހުގައިވާ ރީނދޫކުލަޔާއި ކިސަޑުކުލައިގެ ދިޔަ އެއީ އެއްޗެއްކަމުގައި އަހަރުމެން ނުގުނަމެވެ.""
(އެބަހީ: ޙައިޟުން ޠާހިރުވުމަށްފަހުގައި، ދެން އަންނަ ރީނދޫކުލަޔާއި ކިސަޑުކުލައިގެ ދިޔަ އެއީ ޙައިޟު ލޭ ކަމުގައި ނުބަލާ ކަމުގައެވެ.)"
رواه أبو داود بسندٍ صحيحٍ[17]،,އެރިވާކުރެއްވީ އަބޫ ދާވޫދު ޞައްޙަ ސަނަދަކުންނެވެ. [17].
ورواهُ أيضًا البخاريُّ بدونِ قولِها: (بعدَ الطُّهرِ)، لكِنَّه ترجَمَ له بقولِه: بابُ الصُّفرة والكُدرة في غيرِ أيامِ الحيضِ[18].,"އަދި އަލް-ބުޚާރީވެސް އެބަސްފުޅު: ""ޠާހިރުވުމުގެ ފަހުން"" މިތަންކޮޅު ނުލައި ރިވާކުރެއްވިއެވެ. ނަމަވެސް ބާބުގެ ތަރުޖަމާގައި އެކަލޭގެފާނު އެހެން ގެންނަވާ ވިދާޅުވިއެވެ: ""ޙައިޟުގެ ދުވަސްވަރު ނޫން ދުވަސްތަކުގައި ރީނދޫކުލަޔާއި ކިސަޑުކުލައިގެ ދިޔަ ފެނުމުގެ ވާހަކަ ނަންގަނެވުނު ބާބު."" މިއެވެ. [18]."
[17] أخرجه أبو داود: كتاب الطهارة، باب في المرأة ترى الكدرة والصفرة بعد الطهر، رقم (307).,[17] މި ރިވާޔަތް ނެރުއްވީ އަބޫ ދާވޫދު، ކިތާބުއް-ޠަހާރާގެ، ޠާހިރުވުމަށްފަހު އަންހެނާއަށް ކިސަޑުކަމާއި ރީނދޫކަން ފެނުމުގެ ބާބުގައި، ނަމްބަރު 307 ގައެވެ.
[18] أخرجه البخاري: كتاب الحيض، باب الصفرة والكدرة في غير أيام الحيض، رقم (326).,[18] މި ރިވާޔަތް ނެރުއްވީ އަލް-ބުޚާރީ، ކިތާބުލް-ޙައިޟުގެ، ޙައިޟު ނޫން ދުވަސްތަކުގައި ރީނދޫކަމާއި ކިސަޑުކަން ފެނުމުގެ ބާބުގައި، ނަމްބަރު 326 ގައެވެ.
قالَ في شرحِه فتح الباري: «يُشيرُ بذلِكَ إلى الجمعِ بينَ حديثِ عائِشةَ المتقدِّمِ في قولِها: حتَّى تريْنَ القَصةَ البيضاءَ.,"އެބަސްފުޅުގެ ޝަރަޙާގައި ފަތުޙުލް-ބާރީގައި (އިބްނު ޙަޖަރު) ވިދާޅުވިއެވެ:
 ""އެއިން އެކަލޭގެފާނު އެ އިޝާރާތްކުރައްވަނީ، އިސްވެދިޔަ ޢާއިޝާގެ ޙަދީޘްގައިވާ: 'ކަނބުލޭގެއަށް (ޙައިޟުގެ ލެޔަށް ފަހު) ހުދުކުލައަށް ދާ ފެން ފެނިއްޖައުމަށް ދާންދެނެވެ.' މިޙަދީޘްއާއި،"
وبينَ حديثِ أُمِّ عَطيةَ المذكورِ في البابِ، بأنَّ ذلكَ -أَيْ: حديث عائشةَ- محمولٌ على ما إذا رأتِ الصُّفرةَ والكدرةَ في أيامِ الحيضِ، وأمَّا في غيرِها فعلى ما قالَتْ أُمُّ عطيةَ»[19]. اﻫ.,"އަދި މި ބާބުގައި ބަޔާންވެގެންވާ އުއްމު ޢަޠިއްޔާގެ ޙަދީޘް (މިދެޙަދީޘް) ޖަމްޢު ކުރުމަށެވެ. އެއީ އެ ޙަދީޘް -އެބަހީ: ޢާއިޝާގެ ޙަދީޘް- ނެގެނީ ޙައިޟުގެ ދުވަސްވަރުގައި ރީނދޫކަމަކާއި ކިސަޑުކަމެއް ފެނުމުގެ މައްޗަށް ކަމުގައެވެ. އަދި ޙައިޟުގެ ދުވަސްވަރު ނޫން ދުވަސްތަކެއްގައި ފެނިއްޖެނަމަ، ފަހެ އެވަނީ އުއްމު ޢަޠިއްޔާ ވިދާޅުވި ގޮތުގެ މައްޗަށް ކަމުގައެވެ."" [19]. އހ."
[19] فتح الباري (1/ 426).,[19] ފަތުޙުލް-ބާރީ (426/1).
وحديثُ عائشةَ الذي أشارَ إليه هو ما علَّقَهُ البخاريُّ جازمًا به قبلَ هذا البابِ[20]، أنَّ النساءَ كُنَّ يَبعَثْنَ إليها بالدرجةِ (شيءٌ تَحتَشي به المَرأةُ لتَعرفَ هل بَقِيَ من أثرِ الحيضِ شيءٌ) فيها الكُرسفُ (القُطنُ) فيه الصفرَةُ فتقولُ:,އެ އިޝާރާތްކުރެއްވި ޢާއިޝާގެ ޙަދީޘަކީ، މި ބާބުގެ ކުރިން އަލް-ބުޚާރީ މުޢައްލަޤުކޮށް (ސަނަދު ނުލައި) ޔަޤީންކޮށް ގެންނަވާފައިވާ ބަސްފުޅެވެ. [20] އެއީ އަންހެންތަކުން އެކަމަނާގެ އަރިހަށް ދުރްޖާ (ޙައިޟުގެ އެއްވެސް އަޘަރެއް ބާކީވެ ހުރިތޯ ބެލުމަށް އަންހެނާ ލާ އެއްޗެއް) އޭގައި ރީނދޫކުލައިގެ ދިޔަ ހުރި ކަފަގަނޑު ލާފައި ފޮނުވާކަމަށެވެ. ދެން އެކަމަނާ ވިދާޅުވެއެވެ:
«لا تَعْجَلْنَ حَتَّى تَرَيْنَ القَصةَ البَيضاءَ»[21].,"""ހުދުކުލަޔަށްދާ ދިޔަ ފެނިއްޖައުމަށް ދާންދެން ތިޔަ ކަނބަލުން އަވަސްވެނުގަންނާށެވެ."" [21]."
[20] صحيح البخاري (1/ 71).,[20] ޞަޙީޙުލް-ބުޚާރީ (71/1).
[21] علقه البخاري: كتاب الحيض، باب إقبال المحيض وإدباره، قبل حديث رقم (320).,[21] މި ރިވާޔަތް މުޢައްލަޤުކޮށް އަލް-ބުޚާރީ ގެންނެވީ ކިތާބުލް-ޙައިޟުގެ، ޙައިޟު އައުމާއި ދިޔުމުގެ ވާހަކަ ނަންގަނެވުނު ބާބުގައި، ޙަދީޘް ނަމްބަރު 320 ގެ ކުރިންނެވެ.
والقَصَّةُ البَيضاءُ ماءٌ أبيَضُ يدفَعُهُ الرَّحِمُ عندَ انقِطاعِ الحَيضِ.,އަދި ރަޙިމުން އަންނަ ހުދު ތެތްކަމަކީ: މައްސަރުކަންތައް ހުއްޓޭހިނދު ރަޙިމުން ބޭރުކޮށްލާ ހުދު ފެނެކެވެ.
النوعُ الرابعُ: تَقَطُّعٌ في الحَيضِ، بحيثُ تَرَى يومًا دَمًا، ويومًا نَقَاءً ونحو ذلك فهذانِ حالانِ:,ހަތަރުވަނަ ވައްތަރު: ޙައިޟުގެ ލޭ ކެނޑިކެނޑިގެން އައުމެވެ. އެގޮތުން އެއް ދުވަހު ލޭ ފެނިފައި، އަދި އަނެއް ދުވަހު ސާފުކޮށް ހުރެފައި މިފަދަ ގޮތަކަށެވެ. ފަހެ މިކަން ވަނީ ދެ ޙާލަތަކަށެވެ:
الحالُ الأُولى: أن يَكونَ هذا معَ الُأنثى دائمًا كُلَّ وقتِها، فهذا دَمُ اسْتِحَاضَةٍ يَثْبُتُ لِمَن تَراهُ حُكمُ المُسْتَحَاضَةِ.,ފުރަތަމަ ޙާލަތް: އަންހެނާގެ ހުރިހާ ވަޤުތެއްގައި އަބަދުވެސް މިހެންވުމެވެ. ފަހެ އެހެންނަމަ މިއީ އިސްތިޙާޟާގެ ލެޔެވެ. އެގޮތަށް ފެންނަ މީހާއަށް އިސްތިޙާޟާގެ ޙުކުމް ޘާބިތުވެ ހިނގާނެއެވެ.
الحالُ الثانيةِ: ألَّا يكونَ مُستمِرًّا معَ الُأنثى، بَل يَأتيها بعضَ الوقتِ، ويكون لها وقتُ طُهرٍ صحيحٍ. فقَدِ اختلفَ العُلماءُ رَحِمَهُم الله في هذا النَّقاءِ. هل يَكونُ طُهرًا أو يَنسَحِبُ عليه أحكامُ الحيضِ؟,ދެވަނަ ޙާލަތް: އަންހެނާއަށް އަބަދުމެ އެގޮތަށް ކަން ނުވުމެވެ. ކިއެއްތަ، ބައެއް ވަޤުތުތަކުގައި އެހެންވެފައި، އަދި ހަމަ ރަނގަޅަށް ޠާހިރުވާ ވަޤުތެއްވެސް އޭނާއަށްވުމެވެ. ފަހެ ޢިލްމުވެރިން رحمهم الله މި ގޮތަށް ޠާހިރުވާ ވަޤުތާމެދު އިޚްތިލާފުވިއެވެ. އެއީ ހަމަ ޠާހިރުވުންކަމުގައި ބެލެވޭނެ ވަޤުތެއްތޯ ނުވަތަ އޭގެ މައްޗަށް ހިނގާނީ ހަމަ ޙައިޟުގެ ޙުކުމްތައް ހެއްޔެވެ؟
فمذهَبُ الشافعيِّ في أصحِّ قولَيْه أنَّه ينسحبُ عليه أحكامُ الحيضِ، فيكونُ حيضًا[22]، وهو اختيارُ شيخِ الإسلامِ ابنِ تيميَّةَ وصاحِبِ الفائِق[23]، ومذهَبُ أبي حَنيفةَ[24]،,ފަހެ އެގޮތުން އައް-ޝާފިޢީގެ މަޛްހަބުގައި ދެ ޤަޥްލުންކުރެ އެންމެ ޞައްޙަ ޤަޥްލުގައިވަނީ: އޭގެ މައްޗަށް ޙައިޟުގެ ޙުކުމްތައް ހިންގޭނެކަމަށެވެ. އެގޮތުން އެވާނީ ހަމަ ޙައިޟުކަމުގައެވެ. [22] މިއީ ޝައިޚުލް-އިސްލާމް އިބްނު ތައިމިއްޔާއާއި އަދި އަލް-ފާއިޤު ލިޔުއްވި ޞާޙިބުގެވެސް އިޚްތިޔާރެވެ. [23] އަދި އަބޫ ޙަނީފާގެވެސް މަޛްހަބެވެ. [24].
وذلكَ لأنَّ القَصَّةَ البَيضاءَ لا تُرَى فيه؛ ولأنَّه لو جُعِلَ طُهرًا لكانَ ما قَبْلَهُ حَيضةً، وما بَعْدَهُ حَيضةً، ولا قائِلَ بهِ، وإلَّا لانقضَتِ العِدَّةُ بِالقُرءِ بخَمسةِ أيامِ؛,އަދި އެހެނީ އެގޮތަށް ސާފުކޮށް ފެންނަ ވަޤުތުތަކުގައި، ހުދުކުލައިގެ ތެތްކަން ނުފެންނާތީއެވެ. އަދި އެހެނީ އެއީ ޠާހިރުވާ ވަޤުތެއްކަމުގައި ހެދިއްޖެނަމަ، އޭގެ ކުރިންވީ ލެޔާއި އޭގެ ފަހުންވާ ލޭވެސް ޙައިޟުކަމުގައިވީހެވެ. އެހެން ބުނާ އެއްވެސް މީހަކު ނެތެވެ. އަދި އެހެންނޫންނަމަ ފަސް ދުވަސް ތެރޭގައި (ވަރީގެ) ޢިއްދައިގެ ޙައިޟު ހަމަވެގެން ނިމުނީހެވެ.
ولأنَّه لو جُعِلَ طُهرًا لحَصَلَ به حَرَجٌ ومَشَقَّةٌ بالاغتِسالِ وغيرِه كُلَّ يومينِ، والحَرَجُ مُنْتَفٍ في هذه الشَّريعةِ، وللَّهِ الحمدُ.,އެހެނީ އެއީ ޠުހުރެއްކަމުގައި ބަލައިފިނަމަ، ކޮންމެ ދެ ދުވަހަކުން ހިނައިގަތުމާއި އަދިވެސް ކިތަންމެ ކަމަކާހުރެ ދަތި އުނދަގުލާއި ބުރަކަން ކުރިމަތިވާނެތީއެވެ. އަދި މި ޝަރީޢަތުގައި ދަތިކަމެއްވުންވަނީ ނަފީވެގެންނެވެ. އަދި ޙަމްދު ހުރީ ﷲ އަށެވެ.
[22] الأم (1/ 83-84).,[22] އަލް-އުއްމު (1/ 83-84).
[23] نقل عنهن في الإنصاف.,[23] އަލް-އިންޞާފު ފޮތުގައި އެފަދައިން ނަޤުލުކުރެއްވިއެވެ.
[24] الأصل (19/2-20),[24] އަލް-އަޞްލު: (2/ 19-20).
والمَشهورُ مِن مَذهبِ الحَنابلةِ أنَّ الدَّمَ حَيضٌ والنَّقَاءَ طُهْرٌ إلَّا أَنْ يَتجاوَزَ مَجموعُهما أكثرَ الحيضِ، فيَكونُ الدَّمُ المُتَجاوزُ اسْتِحَاضَةً[25].,އަދި ޙަންބަލީ މަޛްހަބުގެ މަޝްހޫރު ރައުޔަކީ: އެގޮތަށް ފެންނަ ލެޔަކީ ހަމަ ޙައިޟު ކަމުގައެވެ. އަދި ލޭ ނުފެންނަ ސާފުކޮށްވާ ދުވަސްތަކަކީ ޠުހުރު ކަމުގައެވެ. އެއީ ދެބައި އެއްކޮށްލައިިގެން ޙައިޟުގެ އެންމެ ގިނަ ދުވަސްތައް ކަމުގައި ކަނޑައެޅިގެންވާ ދުވަސްތަކަށްވުރެ އިތުރުވެއްޖެއްޔާ މެނުވީއެވެ. ފަހެ އެހިނދުން އެ މުއްދަތަށްވުރެ އިތުރަށް އައިސްފައިވާ ލޭ ވާނީ އިސްތިޙާޟާކަމުގައެވެ. [25].
[25] المغني (226/1).,[25] އަލް-މުޣުނީ (226/1).
وقالَ في المُغنِي: «يَتوجَّهُ أنَّ انقطاعَ الدَّمِ متَى نَقَصَ عنِ اليومِ فليسَ بِطُهرٍ بِناءً على الرِّوايةِ الَّتي حكَيْناها في النِّفَاسِ أنَّها لا تَلتَفِتُ إلى ما دُونَ اليومِ وهوَ الصحيحُ -إِنْ شاءَ الله- لأنَّ الدَّمَ يَجرِي مَرَّةً وينقطِعُ أُخرَى، وفي إيجابِ الغُسلِ على مَن تَطَهَّرَ ساعةً بعدَ ساعةٍ حَرَجٌ يَنْتَفِي؛ لقولِه تعالى:,"އަދި އަލް-މުޣްނީގައި ވިދާޅުވެފައިވެއެވެ: ""އެކަން ނެގޭގޮތަކީ: ލޭ އައުން ހުއްޓުނީ އެއްދުވަހަށްވުރެ މަދު މުއްދަތެއްގައި އައިސްފައިނަމަ ފަހެ އެއީ ޠުހުރެއް ކަމުގައި ނުވާނެއެވެ. އެއީ ނިފާސްގެ ލެޔާމެދު އަހަރުމެން ގެނައި ރިވާޔަތް: އެއް ދުވަހަށްވުރެ މަދުން އަންނަ އެއްޗަކަށް ފަސްއެނބުރި ބެލުމެއްނެތްކަމުގައިވާ ރިވާޔަތަށް ބިނާކޮށެވެ. އަދި ޞައްޙަ ބަހަކީވެސް إن شاء الله އެޔެވެ. އެހެނީ ލޭ ބައެއްފަހަރު ހިނގާފައި، އަދި އަނެއްބައި ފަހަރު ހުއްޓެއެވެ. އަދި ގަޑިޔަކުން ގަޑިޔަކަށް ލޭ ފެނިފައި ޠާހިރުވާ އަންހެނާގެ މައްޗަށް ހިނައިގަތުން ވާޖިބުކުރުމީ (ޝަރީޢަތުގައި) ނަފީވެގެންވާފަދަ ދަތިކަމެކެވެ. އެއީ ﷲ ތަޢާލާގެ ބަސްފުޅަށްޓަކައެވެ:"
﴿...وَمَا جَعَلَ عَلَيۡكُمۡ فِي ٱلدِّينِ مِنۡ حَرَجٖۚ...﴾,"﴿...وَمَا جَعَلَ عَلَيۡكُمۡ فِي ٱلدِّينِ مِنۡ حَرَجٖۚ...﴾
 މާނައީ: ""...އަދި އެއިލާހު، ދީނުގައި ތިޔަބައިމީހުންގެ މައްޗަށް އެއްވެސް ދަތިކަމެއް ނުލައްވަތެވެ..."""
[الحج:78]،,[އަލް-ޙައްޖު: 78].
قالَ: فعلَى هذا لا يكونُ انقطاعُ الدَّمِ أقلَّ مِن يومٍ طُهرًا إلَّا أَنْ تَرى ما يدلُّ عليه مِثل أَنْ يكونَ انقِطاعُه في آخِرِ عادتِها أو تَرَى القَصَّةَ البَيضاءَ»[26] اﻫ.,"ވިދާޅުވިއެވެ: ""މިކަމުގެ މައްޗަށް، އެއް ދުވަހަށްވުރެ ކުރު މުއްދަތަކަށް ލޭ ކެނޑުމަކީ ޠުހުރު ކަމުގައި ނުވާނެއެވެ. އެގޮތަށް ލޭ ހުއްޓުނީ، ޢާދަކޮށް ޙައިޟުވާ ދުވަސްތައް ނިމޭހިނދުކަމުގައިވުން ނުވަތަ ހުދުކުލައިގެ ފެން އައުންފަދަ ޠާހިރުވުމެއްކަމުގެ މައްޗަށް ދަލީލުކުރާ ކަމެއް ފެނިއްޖެނަމަ މެނުވީއެވެ."" [26] އހ."
[26] المغني (257/1).,[26] އަލް-މުޣުނީ (257/1).
فيكـونُ قـولُ صاحِبِ المُغنِي هـذا وسَطًا بين القـولينِ، واللَّهُ أعلَمُ بالصَّوابِ.,ފަހެ އެހެންކަމުން އަލް-މުޣުނީގެ މުޞައްނިފުގެ ޤަޥްލަކީ، ދެ ޤަޥްލުގެ ދެމެދުގައިވާ މެދުމިން ޤަޥްލުކަމުގައިވެއެވެ. އަދި ރަނގަޅު ގޮތް ދެނެވޮޑިގެންވަނީ ﷲ އެވެ.
النوعُ الخامسُ: جَفَافٌ في الدَّمِ بحيثُ تَرَى الُأنثى مُجَرَّدَ رُطُوبةٍ فهذا إن كانَ في أثناءِ الحَيضِ أو مُتَّصِلًا به قبلَ الطُّهْرِ فهذا حَيضٌ، وإن كانَ بعدَ الطُّهْرِ فليسَ بحَيضٍ؛,ފަސްވަނަ ވައްތަރު: ލޭގައި ހިކިކަމެއް ހުރުމެވެ. އެގޮތުން އެކަނބުލޭގެއަށް ފެންނަނީ ހަމައެކަނި ތެތްކަމެކެވެ. މިކަންވަނީ ޙައިޟުގެ ދުވަސްވަރުގައި ކަމުގައިވާނަމަ، ނުވަތަ ޠުހުރުގެ ކުރިން ޙައިޟާ ގުޅިގެންވާ ގޮތަށްނަމަ، ފަހެ މިއީ ޙައިޟެވެ. އެއީ ޠާހިރުވުމަށް ފަހުގައި ވާކަމެއްނަމަ، ފަހެ އެއީ ޙައިޟެއް ނޫނެވެ.
لأنَّ غايةَ حالِهِ أن يَلحَقَ بالصُّفْرَةِ والكُدْرَةِ، وهذا حُكمُها.,އެހެނީ އެ ތެތްކަމުގައި އެންމެ ބޮޑަށްވެސް ވާ ޙާލަތަކީ، ރީނދޫކަމާއި ކިސަޑުކަމާ ގުޅުވާލުމެވެ. އަދި މިއީ އޭގެ ޙުކުމެވެ.
الفصلُ الرابعُ: في أحكامِ الحَيضِ,ހަތަރުވަނަ ފަޞްލު: ޙައިޟާ ބެހޭ ޙުކުމްތައް
للحَيضِ أَحكامٌ كَثيرةٌ تَـزيدُ عنِ العِشرينَ نَذكُـرُ منها ما نَـراهُ كَثيرَ الحاجةِ فمِن ذلكَ:,ވިއްސަށްވުރެވެސް އިތުރުވާ ގިނަ ޙުކުމްތަކެއް ޙައިޟަށް ވެއެވެ. އަހަރުމެން އޭގެ ތެރެއިން ގިނައިން ޙާޖަތްޖެހޭކަމަށް ފެންނަ ޙުކުމްތައް ޛިކުރުކޮށްލާނަމެވެ. ފަހެ އެގޮތުން އޭގެ ތެރޭގައި ވެއެވެ:
الأوَّلُ: الصَّلاةُ: فيَحرُمُ على الحائضِ الصلاةُ فَرْضُها ونَفْلُها، ولا تصِحُّ منها، وكذلكَ لا تجبُ عليها الصلاةُ إلَّا أَنْ تُدرِكَ مِن وقتِها مِقدارَ رَكعةٍ كامِلةٍ، فتجِبُ عليها الصلاةُ حينَئِذٍ سواءٌ أدرَكَت ذلكَ مِن أَوَّلِ الوقتِ أو مِن آخِرِه.,ފުރަތަމައީ: ނަމާދެވެ. ފަހެ އެގޮތުން ޙައިޟުވެރިޔާގެ މައްޗަށް ނަމާދުކުރުން ޙަރާމްވެގެންވެއެވެ. އެއީ ނަމާދުގެ ފަރުޟު ނަމާދުވެސް އަދި ސުންނަތް ނަމާދުވެސް މެއެވެ. އަދި އެކަނބުލޭގެ ކިބައިން އެކަން ޞައްޙަވެސް ނުވާނެއެވެ. އަދި އެފަދައިންމެ އެކަނބުލޭގެ މައްޗަށް ނަމާދުކުރުން ވާޖިބުވެސް ނުވެއެވެ. އެކަމަކު އެއީ ނަމާދުގެ ވަޤުތުން ފުރިހަމަ ރަކްޢަތެއް ކުރެވޭނެހާ ވަޤުތު (ޙައިޟުނުވެ ހުއްޓާ ނުވަތަ ޙައިޟުން ޠާހިރުވެފައި ހުއްޓާ) ލިބިއްޖެއްޔާ މެނުވީއެވެ. އެހިނދުން އެ ނަމާދުކުރުން އެކަނބުލޭގެ މައްޗަށް ވާޖިބުވެގެންވެއެވެ. އެއީ ވަޤުތުގެ ކުރީކޮޅުން ނުވަތަ ފަހުކޮޅުން ލިބުނަސްމެއެވެ.
مثالُ ذلكَ مِن أوَّلِه: امرأةٌ حاضَت بعدَ غُرُوبِ الشمسِ بمِقدارِ رَكعةٍ فيَجِبُ عليها إذا طَهُرَت قَضاءُ صلاةِ المغرِبِ لأنَّها أدركَتْ مِن وقتِها قَدْرُ ركعةٍ قبلَ أَنْ تحِيضَ.,އޭގެ ކުރީކޮޅުން ލިބުމުގެ މިޘާލަކީ: އިރުއޮއްސި، އެއްރަކްޢަތް ކުރެވޭނެހާ ވަޤުތު ލިބުމަށް ފަހު ޙައިޟުވީ އަންހެނެކެވެ. ފަހެ އެކަނބުލޭގެ ޙައިޟު ރަނގަޅުވެ ޠާހިރުވުމުން، މަޣުރިބު ނަމާދު ޤަޟާކުރަން ޖެހޭނެއެވެ. އެހެނީ އެކަނބުލޭގެ ޙައިޟުވުމުގެ ކުރިން، އެ ނަމާދުގެ ވަޤުތުން ރަކުޢަތެއް ކުރާނޭ ވަޤުތު ލިބިފައިވީތީއެވެ.
ومِثالُ ذلكَ مِن آخِرِه: امرأةٌ طَهُرَتْ مِنَ الحيضِ قبلَ طُلوعِ الشمسِ بمِقدارِ رَكعةٍ فيَجبُ عليها إذا تَطهَّرَت قضاءُ صلاةِ الفجرِ؛ لأنَّها أدْرَكَتْ مِن وقتِها جُزءًا يتَّسِعُ لرَكعةٍ.,އަދި އޭގެ ފަހުކޮޅުން ލިބުމުގެ މިޘާލަކީ: އިރުއެރުމުގެ ކުރިން، އެއްރަކްޢަތް ކުރެވޭނެހާ ވަޤުތު އޮއްވާ ޙައިޟު ރަނގަޅުވެ ޠާހިރުވި އަންހެނެކެވެ. ދެންފަހެ އެކަނބުލޭގެ ޠާހިރުވާހިނދުން، ފަތިސް ނަމާދު ޤަޟާކުރުން ވާޖިބުވެގެންވެއެވެ. އެހެނީ އެ ނަމާދުގެ ވަޤުތުން އެއްރަކްޢަތް އަދާކުރުމަށް ތަނަވަސް ވަޤުތުކޮޅެއް އެކަނބުލޭގެއަށް ލިބިފައިވީތީއެވެ.
أمَّا إذا أدْرَكَتِ الحائضُ منَ الوقتِ جُزءًا لا يَتَّسِعُ لرَكعةٍ كاملةٍ، مثل أَنْ تَحيضَ في المثالِ الأوَّلِ بعدَ الغُروبِ بلَحظةٍ أو تَطْهُرَ في المثالِ الثاني قبلَ طُلوعِ الشمسِ بلَحظةٍ،,ދެންފަހެ ފުރިހަމަ ރަކްޢަތެއް ކުރުމަށް ތަނަވަސްވާ ވަޤުތުކޮޅެއް ޙައިޟުވެރިޔާއަށް ނުލިބޭނަމަ، މިޘާލަކަށް ފުރަތަމަ ދިޔަ މިޘާލުގައި: އިރުއޮއްސުނުތާ ހަމަ އިރުކޮޅެއްވިތަނާ ޙައިޟުވެއްޖެނަމަ، ނުވަތަ ދެވަނަ މިޘާލުގައި، އިރުއެރުމުގެ ހިނދުކޮޅެއް ކުރިން ޠާހިރުވެއްޖެނަމަ؛
فإنَّ الصلاةَ لا تجبُ عليها؛ لقولِ النبيِّ صلَّى اللَّهُ عليه وسلَّم:,ފަހެ އެ އަންހެނާގެ މައްޗަށް ނަމާދު ވާޖިބުވެގެން ނުވެއެވެ. އެއީ ނަބީ ﷺ ގެ ބަސްފުޅަށްޓަކައެވެ:
«مَنْ أَدْرَكَ رَكْعَةً مِنَ الصَّلَاةِ فَقَدْ أَدْرَكَ الصَّلَاةَ».,"""ނަމާދުން ރަކްޢަތެއް މީހަކަށް ލިބިއްޖެނަމަ، ފަހެ ހަމަގައިމު އެނަމާދު އޭނާއަށް ލިބިއްޖެއެވެ."""
متَّفقٌ عليه[27]،,މުއްތަފަޤުން ޢަލައިހި (ބުޚާރީއާއި މުސްލިމް ނެރުއްވާ އެއްބަސްވެވިފައިވާ ޙަދީޘެކެވެ.) [27].
